rank,name,streamers,viewers
1,Path of Exile 2,102,4262
2,Mamon King,6,3788
3,League of Legends,62,3099
4,Pokémon Legends: Z-A,25,2418
5,VALORANT,107,1800
6,Just Chatting,65,1380
7,Escape from Tarkov,90,1322
8,Apex Legends,173,923
9,Overwatch 2,54,730
10,Factorio,2,477
11,ARC Raiders,57,423
12,Dead by Daylight,32,392
13,Street Fighter 6,26,346
14,FINAL FANTASY XIV ONLINE,24,318
15,Teamfight Tactics,28,309
16,FINAL FANTASY TACTICS - The Ivalice Chronicles,1,304
17,Splatoon 3,42,298
18,Genshin Impact,24,277
19,Art,18,264
20,Hearthstone,4,261
21,Rust,11,238
22,Dark and Darker,5,227
23,ELDEN RING NIGHTREIGN,28,204
24,Black Desert,12,189
25,Shadowverse: Worlds Beyond,10,174
26,ASMR,13,172
27,Minecraft,21,166
28,Jinro Metropolis,3,165
29,The House of Silence,1,163
30,Retro,9,157
31,PUBG: Black Budget,1,155
32,Crab Champions,1,154
33,"Animals, Aquariums, and Zoos",4,151
34,Hextech Mayhem: A League of Legends Story,2,147
35,Always On,4,146
36,ARK: Survival Ascended,7,145
37,IRL,2,129
38,Eternal Return,3,128
39,Monster Hunter Wilds,20,124
40,VRChat,8,115
41,Diablo IV,7,109
42,"Warhammer 40,000: Darktide",1,109
43,Fortnite,31,106
44,Mosaic of the Pharaohs,1,102
45,Grand Theft Auto V,25,91
46,Sakuna: Of Rice and Ruin,1,82
47,Dragon Quest III HD-2D Remake,2,77
48,Zenless Zone Zero,5,75
49,PokéPark 2: Wonders Beyond,1,75
50,Fallout 76,5,72
