rank,name,streamers,viewers
1,Escape from Tarkov,11,6887
2,Just Chatting,6,3053
3,Apex Legends,7,2366
4,ARC Raiders,4,2086
5,Pokémon Legends: Z-A,3,1514
6,League of Legends,5,1415
7,ASMR,5,1355
8,Mamon King,4,765
9,Hearthstone,2,747
10,VALORANT,7,741
11,,1,740
12,Teamfight Tactics,2,485
13,Detroit: Become Human,1,459
14,Dead by Daylight,4,422
15,Overwatch 2,4,413
16,Grand Theft Auto V,1,332
17,Black Desert,1,252
18,Always On,3,235
19,Street Fighter 6,3,221
20,FINAL FANTASY VIII Remastered,1,220
21,Rust,2,181
22,Palworld,1,179
23,FINAL FANTASY XIV ONLINE,2,133
24,"Animals, Aquariums, and Zoos",1,125
25,ELDEN RING NIGHTREIGN,1,109
26,Eternal Return,1,90
27,Kingdom Hearts HD 1.5 + 2.5 ReMIX,1,86
28,Retro,1,84
29,Cities: Skylines II,1,83
30, SEKIRO: SHADOWS DIE TWICE,1,78
31,Marvel Rivals,1,78
32,Counter-Strike,1,74
33,Wuthering Waves,1,69
34,Shadowverse: Worlds Beyond,1,67
35,Once Human,1,64
36,EA Sports FC 26,1,63
37,Honkai: Star Rail,1,61
38,Baby Steps,1,60
39,ELDEN RING,1,53
40,RimWorld,1,48
41,Mario Kart World,1,46
42,TEKKEN 8,1,45
43,Art,1,40
