rank,name,streamers,viewers
1,Street Fighter 6,51,17072
2,Escape from Tarkov,134,12094
3,Dragon Quest Monsters: Terry no Wonderland SP,1,10666
4,Teamfight Tactics,29,7034
5,League of Legends,107,5007
6,VALORANT,256,2884
7,ARC Raiders,96,2596
8,Just Chatting,118,2383
9,Jinro Metropolis,1,2274
10,Overwatch 2,105,1784
11,Pokémon Legends: Z-A,29,1555
12,Apex Legends,323,1472
13,Grand Theft Auto V,98,936
14,ASMR,17,793
15,Dead by Daylight,68,649
16,PUBG: BATTLEGROUNDS,11,616
17,FINAL FANTASY XIV ONLINE,43,608
18,Mega Man 7,1,604
19,FINAL FANTASY VIII Remastered,3,549
20,Art,18,484
21,Path of Exile 2,32,402
22,Black Desert,6,376
23,DJs,1,364
24,Minecraft,72,325
25,Where Winds Meet,3,297
26,ELDEN RING NIGHTREIGN,49,295
27,Genshin Impact,20,281
28,Retro,8,229
29,Splatoon 3,23,228
30,Rust,20,227
31,SILENT HILL ƒ,7,201
32,Always On,4,188
33,The Legend of Zelda: Breath of the Wild,1,175
34,"Animals, Aquariums, and Zoos",4,168
35,Monster Hunter Wilds,31,167
36,Eternal Return,3,160
37,R.E.P.O.,28,148
38,EA Sports FC 26,1,148
39,Dragon Quest I & II HD-2D Remake,11,141
40,INAZUMA ELEVEN: Victory Road,21,141
41,Cloverpit,1,140
42,HANEHOLO!,2,134
43,Fortnite,37,116
44,Shadowverse: Worlds Beyond,8,112
45,Destiny 2,33,111
46,Honkai: Star Rail,10,104
47,World of Tanks,2,98
48,Kirby Air Riders,5,97
49,MapleStory,8,96
50,7 Days to Die,7,91
