rank,name,streamers,viewers
1,Escape from Tarkov,148,9587
2,Just Chatting,144,7950
3,Apex Legends,332,6359
4,League of Legends,125,5453
5,Cut That Wire,2,3657
6,VALORANT,257,3448
7,Agreeee,4,3090
8,Overwatch 2,101,2703
9,Teamfight Tactics,23,2666
10,ASMR,15,2613
11,Path of Exile 2,17,2527
12,ARC Raiders,92,2474
13,ELDEN RING NIGHTREIGN,47,2237
14,Street Fighter 6,76,1585
15,Pokémon Legends: Z-A,49,1582
16,Dead by Daylight,74,1388
17,Hearthstone,6,1370
18,ARK: Survival Ascended,20,969
19,SILENT HILL ƒ,9,931
20,Grand Theft Auto V,103,919
21,FINAL FANTASY XIV ONLINE,56,871
22,Animal Crossing: New Horizons,5,865
23,Art,34,761
24,Minecraft,39,732
25,Chillquarium,1,651
26,OCTOPATH TRAVELER 0,10,632
27,EA Sports FC 26,6,567
28,ZAKO NO AHIRU,1,374
29,Dark and Darker,11,351
30,Among Us,1,304
31,Music,8,282
32,Genshin Impact,29,267
33,My Little Puppy,1,261
34,Monster Hunter Wilds,46,259
35,Shadowverse: Worlds Beyond,6,225
36,Black Desert,9,213
37,The Long Dark,2,210
38,Jinro Metropolis,2,199
39,Zenless Zone Zero,15,195
40,World of Tanks,7,185
41,Dark Souls: Remastered,3,179
42,Marvel Rivals,11,177
43,Retro,3,171
44,PUBG: BATTLEGROUNDS,6,168
45,R.E.P.O.,27,164
46,Wuthering Waves,10,156
47,Tom Clancy's Rainbow Six Siege X,20,146
48,Metal Gear Solid 2: Sons of Liberty,1,145
49,Eternal Return,8,142
50,2XKO,3,140
