rank,name,streamers,viewers
1,Teamfight Tactics,14,3898
2,Agreeee,1,3474
3,VALORANT,94,1487
4,Just Chatting,57,1259
5,Escape from Tarkov,68,1142
6,League of Legends,41,1113
7,Hearthstone,1,862
8,Apex Legends,90,726
9,Street Fighter 6,28,660
10,ASMR,18,644
11,Overwatch 2,31,571
12,ARC Raiders,38,450
13,Genshin Impact,26,384
14,IRL,3,329
15,SUPER GHOULS'N GHOSTS,1,304
16,FINAL FANTASY XIV ONLINE,18,248
17,Dark and Darker,3,245
18,Music,5,242
19,Dead by Daylight,17,222
20,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,185
21,Always On,3,178
22,Art,13,171
23,ELDEN RING NIGHTREIGN,14,163
24,Minecraft,11,153
25,"Animals, Aquariums, and Zoos",4,145
26,Path of Exile 2,15,136
27,Metaphor: ReFantazio,1,127
28,Black Desert,2,127
29,Shadowverse: Worlds Beyond,1,116
30,Tail of the Sun,1,105
31,Monster Hunter Wilds,14,101
32,Kirby Air Riders,2,79
33,FINAL FANTASY VIII Remastered,1,75
34,Pokémon Legends: Z-A,4,71
35,Lies of P,1,71
36,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,2,66
37,DayZ,2,51
38,Fortnite,8,50
39,Beat Saber,1,49
40,RimWorld,1,45
41,TEKKEN 8,1,43
42,Tokimeki Memorial Girl's Side 4th Heart,1,38
43,Stardew Valley,3,36
44,Dave the Diver,1,35
45,OCTOPATH TRAVELER 0,6,32
46,Path of Exile,2,30
47,Splatoon 3,6,27
48,PUBG: BATTLEGROUNDS,1,26
49,Once Human,4,26
50,Eternal Return,2,26
