rank,name,streamers,viewers
1,MIMESIS,22,48227
2,Escape from Tarkov,102,14465
3,VALORANT,252,13329
4,ARC Raiders,103,11047
5,League of Legends,123,10710
6,Just Chatting,177,6240
7,Dead by Daylight,72,4366
8,Resident Evil Village,1,4094
9,Apex Legends,279,3400
10,Art,30,3138
11,Overwatch 2,108,2454
12,Street Fighter 6,65,2364
13,DJs,8,2328
14,ASMR,7,2056
15,Teamfight Tactics,25,1518
16,Grand Theft Auto V,58,1395
17,FINAL FANTASY XIV ONLINE,77,1340
18,Persona 5 Royal,1,1280
19,INAZUMA ELEVEN: Victory Road,12,1213
20,Hearthstone,3,1054
21,7 Days to Die,21,989
22,Black Desert,14,976
23,R.E.P.O.,33,892
24,Five Hearts Under One Roof 2,1,832
25,Minecraft,63,761
26,Eternal Return,10,757
27,Shenmue III,1,733
28,Mario Kart World,5,626
29,Monster Hunter Wilds,73,603
30,VRChat,10,599
31,ELDEN RING NIGHTREIGN,30,583
32,Kirby Air Riders,7,537
33,Blue Protocol: Star Resonance,36,533
34,Ghost of Yōtei,5,526
35,Pokémon Ruby/Sapphire,1,525
36,OCTOPATH TRAVELER 0,3,463
37,RV There Yet?,9,428
38,Dragon Quest I & II HD-2D Remake,7,423
39,Music,14,421
40,Dark and Darker,13,414
41,Noita,3,398
42,Pokémon Legends: Z-A,27,394
43,Path of Exile 2,10,352
44,Japan Stigmatized Property,7,343
45,Rust,13,333
46,HATSUNE MIKU: COLORFUL STAGE!,1,333
47,SILENT HILL ƒ,9,328
48,Raft,4,322
49,Amagami,3,320
50,Honkai: Star Rail,14,292
