rank,name,streamers,viewers
1,League of Legends,75,60534
2,Just Chatting,102,15124
3,VALORANT,225,14895
4,Escape from Tarkov,175,14624
5,Street Fighter 6,86,6462
6,Apex Legends,277,3299
7,ARC Raiders,110,1972
8,Overwatch 2,124,1802
9,Agreeee,1,1646
10,Teamfight Tactics,23,1336
11,Fire Emblem: Three Houses,2,919
12,Art,43,833
13,Eternal Return,12,786
14,FINAL FANTASY XIV ONLINE,57,627
15,Restore Your Island,1,620
16,Black Desert,11,614
17,Blue Protocol: Star Resonance,29,587
18,Dead by Daylight,66,573
19,ELDEN RING NIGHTREIGN,47,552
20,Shadowverse: Worlds Beyond,12,544
21,Retro,9,422
22,Path of Exile 2,18,414
23,Sonic Racing: CrossWorlds,1,397
24,Music,11,340
25,Monster Hunter Wilds,71,307
26,ARK: Survival Ascended,13,274
27,Genshin Impact,37,262
28,Momotaro Dentetsu World: Chikyuu ha Kibou de Mawatteru!,4,257
29,Death Forest Abyss,1,237
30,Hearthstone,3,235
31,Minecraft,34,235
32,7 Days to Die,16,204
33,INAZUMA ELEVEN: Victory Road,15,200
34,Grand Theft Auto V,42,193
35,Super Smash Bros. Ultimate,4,188
36,Fortnite,29,184
37,World of Tanks,5,179
38,"Animals, Aquariums, and Zoos",5,174
39,IRL,4,167
40,Food & Drink,5,158
41,Strinova,13,156
42,Always On,4,154
43,Marvel Rivals,13,152
44,Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,4,142
45,Splatoon 3,17,140
46,Yakuza 0,3,123
47,UNKO TECHNICA,1,121
48,The Legend of Zelda: The Wind Waker,1,119
49,ASMR,15,114
50,Tom Clancy's Rainbow Six Siege X,13,108
