rank,name,streamers,viewers
1,League of Legends,168,32087
2,Minecraft,65,23182
3,VALORANT,260,16654
4,Escape from Tarkov,81,14714
5,Street Fighter 6,66,13872
6,Dragon Quest Monsters: Terry no Wonderland SP,1,13198
7,Just Chatting,175,13029
8,Teamfight Tactics,17,8920
9,Placid Plastic Duck Simulator,3,5712
10,Shadowverse: Worlds Beyond,9,4272
11,Apex Legends,265,3987
12,Mamon King,1,3416
13,ARC Raiders,64,2757
14,ELDEN RING NIGHTREIGN,41,2610
15,Overwatch 2,109,2444
16,Jinro Metropolis,4,2236
17,Path of Exile 2,30,1950
18,Pokémon Legends: Z-A,38,1783
19,Black Desert,17,1731
20,SILENT HILL ƒ,13,1381
21,FINAL FANTASY XIV ONLINE,90,1319
22,Dead by Daylight,82,1094
23,FINAL FANTASY VIII Remastered,3,1085
24,Mega Man 4,1,1057
25,Hogwarts Legacy,11,989
26,7 Days to Die,7,956
27,Grand Theft Auto V,47,854
28,Resident Evil Zero,1,834
29,ASMR,5,778
30,DJs,9,720
31,Art,29,594
32, SEKIRO: SHADOWS DIE TWICE,8,581
33,Dispatch,1,581
34,Genshin Impact,20,579
35,Music,13,573
36,Mamon King,11,467
37,Fortnite,31,464
38,Rust,22,455
39,PUBG: BATTLEGROUNDS,19,441
40,Lightyear Frontier,1,438
41,EA Sports FC 26,3,416
42,Among Us,8,411
43,Monster Hunter Wilds,42,409
44,Hearthstone,4,388
45,Magic: The Gathering,5,356
46,Super Smash Bros. Ultimate,5,345
47,Splatoon 3,26,309
48,R.E.P.O.,40,299
49,Retro,15,251
50,Yakuza Kiwami,1,250
