rank,name,streamers,viewers
1,Escape from Tarkov,77,9464
2,Street Fighter 6,27,1637
3,ARC Raiders,38,1209
4,League of Legends,36,1110
5,Just Chatting,54,1065
6,VALORANT,80,988
7,Blue Protocol: Star Resonance,27,936
8,Apex Legends,94,759
9,Overwatch 2,42,487
10,ELDEN RING NIGHTREIGN,18,453
11,ASMR,19,342
12,Raft,2,303
13,Alchemy Factory,4,299
14,Art,19,287
15,SUPER GHOULS'N GHOSTS,2,282
16,Black Desert,2,256
17,EA Sports FC 26,2,247
18,Shadowverse: Worlds Beyond,5,240
19, SEKIRO: SHADOWS DIE TWICE,1,223
20,Always On,6,203
21,IRL,3,196
22,FINAL FANTASY XIV ONLINE,13,164
23,Dead by Daylight,14,164
24,Hearthstone,3,160
25,"Animals, Aquariums, and Zoos",3,146
26,FINAL FANTASY VIII Remastered,1,146
27,Monster Hunter Wilds,25,145
28,Path of Exile 2,11,142
29,Minecraft,21,142
30,ARK: Survival Ascended,3,126
31,INAZUMA ELEVEN: Victory Road,5,109
32,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,101
33,Dark and Darker,4,101
34,Teamfight Tactics,13,98
35,The Legend of Zelda: The Wind Waker,1,93
36,Rust,13,78
37,Steam,1,71
38,Genshin Impact,11,66
39,Dragon Quest I & II HD-2D Remake,4,63
40,Fortnite,12,62
41,Grand Theft Auto V,15,61
42,Honkai: Star Rail,6,50
43,Baby Steps,1,48
44,PowerWash Simulator,1,47
45,Palworld,4,46
46,Pokémon Legends: Z-A,7,41
47,ELDEN RING,5,41
48,Cloverpit,1,41
49,OCTOPATH TRAVELER 0,5,39
50,Dinkum,1,38
