rank,name,streamers,viewers
1,Escape from Tarkov,107,5658
2,League of Legends,91,4138
3,Mamon King,11,3726
4,VALORANT,188,3645
5,Just Chatting,83,3587
6,Street Fighter 6,66,3494
7,Overwatch 2,70,2524
8,ARC Raiders,73,2186
9,Alchemy Factory,4,1954
10,Apex Legends,202,1276
11,Teamfight Tactics,17,1039
12,Pokémon Ruby/Sapphire,1,1034
13,Path of Exile 2,30,707
14,Art,33,674
15,FINAL FANTASY XIV ONLINE,33,495
16,Dead by Daylight,52,414
17,7 Days to Die,9,321
18,IRL,3,320
19,ARK: Survival Ascended,8,284
20,Marvel Rivals,13,258
21,Shadowverse: Worlds Beyond,7,254
22,Retro,9,248
23,Raft,1,240
24,ELDEN RING NIGHTREIGN,23,214
25,Minecraft,37,208
26,Hearthstone,1,206
27,Monster Hunter Wilds,26,195
28,Genshin Impact,21,179
29,Music,13,177
30,Dragon Quest I & II HD-2D Remake,6,172
31,SILENT HILL ƒ,5,152
32,Always On,4,150
33,ASMR,18,140
34,The Legend of Zelda: A Link Between Worlds,1,138
35,"Animals, Aquariums, and Zoos",5,130
36,Grand Theft Auto V,11,127
37,Beautiful Katamari,1,122
38,Gokujou Parodius: Kako no Eikou wo Motomete,1,118
39,Dota 2,4,116
40,Linda³ Kanzenban,1,110
41,Animal Crossing: New Horizons,4,105
42,Winter Burrow,1,102
43,Super Mario World,1,101
44,Wuthering Waves,3,99
45,Eternal Return,5,91
46,Pogostuck: Rage With Your Friends,3,86
47,Resident Evil 4,2,84
48,Fortnite,22,83
49,Pokémon Legends: Z-A,25,75
50,Jinro Metropolis,1,71
