rank,name,streamers,viewers
1,League of Legends,142,23581
2,ARC Raiders,94,5744
3,Mamon King,13,5038
4,Just Chatting,98,3755
5,VALORANT,266,3736
6,Street Fighter 6,57,2688
7,Apex Legends,314,2323
8,Escape from Tarkov,152,2045
9,Overwatch 2,130,1847
10,Teamfight Tactics,35,1097
11,Dragon Ball FighterZ,1,951
12,Art,38,944
13,Path of Exile 2,46,862
14,Suika Game,1,775
15,HANEHOLO!,1,772
16,Dead by Daylight,76,765
17,ELDEN RING NIGHTREIGN,35,633
18,FINAL FANTASY XIV ONLINE,47,507
19,IRL,7,470
20,Pokémon Legends: Z-A,41,355
21,Retro,12,289
22,Shadowverse: Worlds Beyond,14,278
23,Marvel Rivals,12,274
24,SILENT HILL ƒ,9,267
25,7 Days to Die,17,266
26,Grand Theft Auto V,15,245
27,Minecraft,37,225
28,ASMR,16,214
29,Monster Hunter Wilds,43,205
30,Genshin Impact,23,201
31,Fortnite,39,200
32,Resident Evil 4,3,173
33,Tingus Goose,2,149
34,"Animals, Aquariums, and Zoos",3,137
35,Black Desert,10,123
36,Kirby Air Riders,3,123
37,Eternal Return,9,110
38,Splatoon 3,13,109
39,Dark and Darker,3,104
40,World of Tanks,8,103
41,Jinro Metropolis,4,100
42,Once Human,8,97
43,Always On,4,94
44,Strinova,8,93
45,Food & Drink,1,86
46,Zenless Zone Zero,8,82
47,Magic: The Gathering,4,81
48,Hogwarts Legacy,15,78
49,Animal Crossing: New Horizons,2,76
50,ARK: Survival Ascended,9,76
