rank,name,streamers,viewers
1,Street Fighter 6,162,16809
2,Escape from Tarkov,125,4615
3,Teamfight Tactics,21,3699
4,Just Chatting,96,3510
5,Call of Duty: Black Ops 7,15,2824
6,Apex Legends,270,1706
7,League of Legends,87,1620
8,VALORANT,193,1555
9,Rust,21,928
10,Overwatch 2,80,896
11,FINAL FANTASY XIV ONLINE,57,726
12,Blue Protocol: Star Resonance,50,699
13,FINAL FANTASY TACTICS - The Ivalice Chronicles,1,674
14,ASMR,13,636
15,ARC Raiders,70,609
16,Path of Exile 2,34,524
17,Hearthstone,3,511
18,Dead by Daylight,51,497
19,Black Desert,15,427
20,ELDEN RING NIGHTREIGN,32,353
21,IRL,6,351
22,Monster Hunter Wilds,61,339
23,Amagami,14,281
24,Dark and Darker,9,274
25,Grand Theft Auto V,26,219
26,World of Tanks,7,215
27,Shadowverse: Worlds Beyond,11,201
28,Art,23,193
29,Backpack Battles,2,193
30,Stardew Valley,8,189
31,Dragon Quest I & II HD-2D Remake,10,179
32,Fortnite,27,163
33,Always On,4,162
34,"Animals, Aquariums, and Zoos",4,150
35,Metaphor: ReFantazio,2,125
36,World of Warships,6,122
37,Genshin Impact,35,122
38,Honkai: Star Rail,8,118
39,Crab Champions,1,110
40,Minecraft,26,108
41,Marvel Rivals,17,106
42,SILENT HILL ƒ,2,99
43,Zenless Zone Zero,10,91
44,RimWorld,4,86
45,Retro,6,85
46,ARK: Survival Ascended,15,85
47,Elin,1,85
48,Pokémon Legends: Z-A,19,82
49,LoveR Kiss: Endless Memories,1,78
50,Kusoge,1,75
