rank,name,streamers,viewers
1,Mamon King,5,21838
2,Teamfight Tactics,6,9917
3,Apex Legends,10,6020
4,Minecraft,1,4617
5,Pokémon Legends: Z-A,5,3411
6,League of Legends,5,2857
7,Just Chatting,7,2566
8,Mahou Shoujo no Majo Saiban,1,2256
9,ARC Raiders,6,1900
10,Shadowverse: Worlds Beyond,3,1870
11,VALORANT,6,1672
12,Parcel Simulator,1,1173
13,ARK: Survival Ascended,5,873
14,Escape from Tarkov,4,698
15,SaGa Frontier 2 Remastered,1,656
16,Street Fighter 6,1,539
17,PUBG: BATTLEGROUNDS,1,533
18,Factorio,1,493
19,ASMR,3,479
20,Grand Theft Auto V,2,467
21,Clair Obscur: Expedition 33,1,308
22,EA Sports FC 26,1,239
23,Music,2,215
24,7 Days to Die,1,171
25,Hearthstone,1,165
26,Marvel Rivals,1,165
27,Path of Exile 2,1,159
28,Super Smash Bros. Ultimate,1,144
29,Dead by Daylight,1,142
30,SAEKO: Giantess Dating Sim,1,137
31,R.E.P.O.,1,134
32,Dark and Darker,1,132
33,FINAL FANTASY XIV ONLINE,1,128
34,Art,1,125
35,Retro,1,125
36,Overwatch 2,1,125
37,Genshin Impact,1,124
38,Jinro Metropolis,1,123
39,Persona 4 Golden,1,120
40,Eternal Return,1,114
41,Games + Demos,1,110
42,Metal Gear Solid 2: Sons of Liberty,1,106
43,"Animals, Aquariums, and Zoos",1,105
44,War Thunder,1,105
