rank,name,streamers,viewers
1,Alchemy Factory,7,4535
2,Just Chatting,90,2602
3,Mamon King,14,2416
4,Teamfight Tactics,32,1986
5,Escape from Tarkov,115,1870
6,VALORANT,184,1800
7,Apex Legends,300,1722
8,Overwatch 2,78,1489
9,League of Legends,64,1475
10,Path of Exile 2,49,850
11,ARC Raiders,93,680
12,Dead by Daylight,77,676
13,Black Desert,16,630
14,Street Fighter 6,50,596
15,ASMR,16,559
16,FINAL FANTASY XIV ONLINE,31,452
17,Art,29,418
18,Bread & Fred,1,375
19,ELDEN RING NIGHTREIGN,41,369
20,Shadowverse: Worlds Beyond,11,340
21,Retro,11,319
22,ARK: Survival Ascended,9,311
23,Raft,3,271
24,Hearthstone,5,264
25,The Legend of Zelda: Breath of the Wild,2,249
26,Eternal Return,5,243
27,Splatoon 3,29,243
28,Monster Hunter Wilds,47,225
29,Genshin Impact,28,212
30,Dragon Quest I & II HD-2D Remake,7,211
31,Pokémon Legends: Z-A,33,187
32,Fortnite,39,166
33,Call of Duty: Black Ops 7,14,163
34,osu!,8,163
35,Fushigi no Dungeon: Torneko no Daibouken,1,151
36,Crab Champions,1,148
37,INAZUMA ELEVEN: Victory Road,11,143
38,Always On,3,138
39,Animal Crossing: New Horizons,6,137
40,Zenless Zone Zero,13,130
41,Diablo IV,7,129
42,Grand Theft Auto V,19,128
43,Rust,11,123
44,R.E.P.O.,20,121
45,Marvel Rivals,8,115
46,World of Tanks,6,108
47,Resident Evil 5,1,100
48,OCTOPATH TRAVELER 0,11,98
49,Dark and Darker,4,96
50,Honkai: Star Rail,9,87
