rank,name,streamers,viewers
1,League of Legends,147,42955
2,Just Chatting,121,33464
3,Escape from Tarkov,127,9010
4,ARC Raiders,143,6063
5,Street Fighter 6,91,5825
6,VALORANT,230,5238
7,Apex Legends,296,5213
8,Art,35,2407
9,Teamfight Tactics,18,2083
10,Overwatch 2,102,1424
11,Hearthstone,6,1229
12,FINAL FANTASY XIV ONLINE,59,855
13,Dead by Daylight,56,751
14,Alchemy Factory,4,739
15,ELDEN RING NIGHTREIGN,35,731
16,Black Desert,14,682
17,Blue Protocol: Star Resonance,38,590
18,Monster Hunter Wilds,81,483
19,Path of Exile 2,21,412
20,beatmania IIDX INFINITAS,5,341
21,Clock Tower II: The Struggle Within,1,340
22,Level Devil,2,327
23,Tom Clancy's Rainbow Six Siege X,14,297
24,Shadowverse: Worlds Beyond,12,296
25,Detroit: Become Human,3,276
26,Retro,9,274
27,Honkai: Star Rail,7,250
28,World of Tanks,7,236
29,"Animals, Aquariums, and Zoos",6,220
30,Grand Theft Auto V,39,216
31,Dark and Darker,3,206
32,Super Mario 64,2,201
33,ARK: Survival Ascended,17,189
34,Genshin Impact,30,188
35,Rust,23,173
36,Music,9,164
37,Fortnite,31,161
38,Pokémon Legends: Z-A,16,159
39,ASMR,16,156
40,Splatoon 3,20,155
41,Always On,5,153
42,7 Days to Die,12,143
43,Backpack Battles,1,139
44,INAZUMA ELEVEN: Victory Road,3,137
45,Minecraft,31,137
46,Gunner-chan!,1,126
47,Special Events,2,117
48,MapleStory,4,112
49,Marvel Rivals,15,111
50,IRL,4,104
