rank,name,streamers,viewers
1,Yakuza Kiwami 2,1,35298
2,League of Legends,118,28354
3,Just Chatting,139,13918
4,VALORANT,254,10578
5,Dragon Quest Monsters: Terry no Wonderland SP,1,8414
6,Mamon King,4,6700
7,Overwatch 2,121,6221
8,ARC Raiders,74,6062
9,Apex Legends,273,3930
10,Minecraft,41,3798
11,ELDEN RING NIGHTREIGN,37,2907
12,ASMR,12,2843
13,Street Fighter 6,96,2395
14,Escape from Tarkov,114,2124
15,Grand Theft Auto V,48,2081
16,Dead by Daylight,63,1706
17,MapleStory,9,1611
18,Teamfight Tactics,22,1610
19,FINAL FANTASY XIV ONLINE,100,1560
20,Black Desert,14,1339
21,Blue Protocol: Star Resonance,45,1325
22,Special Events,2,1189
23,PAYDAY 3,3,1101
24,Hogwarts Legacy,12,1071
25,Path of Exile 2,18,976
26,Amagami,1,965
27,Deviation Game,10,791
28,Agreeee,8,783
29,Delta Force,12,691
30,Monster Hunter Wilds,81,628
31,Art,36,572
32,Battlefield 6,5,527
33,Dark and Darker,11,456
34,World of Tanks,14,443
35,Shadowverse: Worlds Beyond,12,443
36,Pokémon Legends: Z-A,19,419
37,Retro,8,408
38,DON'T SCREAM TOGETHER,14,407
39,Little Nightmares,1,393
40,Platform 6 Online,1,359
41,Animal Crossing: New Horizons,6,356
42,Super Smash Bros. Ultimate,5,327
43,Hearthstone,3,312
44,Japan Stigmatized Property,12,302
45,Music,6,279
46,DJs,8,274
47,Pomegranate Housing Complex,1,270
48,Jinro Metropolis,5,258
49,Honkai: Star Rail,10,249
50,Rust,8,243
