rank,name,streamers,viewers
1,The Game Awards,5,14280
2,League of Legends,7,2990
3,Pokémon Legends: Z-A,1,1349
4,VALORANT,9,1144
5,Escape from Tarkov,9,977
6,Hearthstone,1,782
7,Crime Simulator,1,614
8,Just Chatting,6,547
9,Overwatch 2,5,512
10,Teamfight Tactics,2,439
11,ASMR,3,393
12,Apex Legends,4,376
13,Street Fighter 6,2,346
14,Mamon King,2,340
15,ELDEN RING NIGHTREIGN,3,280
16,,2,268
17,Black Desert,1,216
18,ARC Raiders,3,188
19,Dead by Daylight,3,188
20,Eternal Return,1,169
21,"Animals, Aquariums, and Zoos",1,133
22,IRL,1,127
23,Always On,2,127
24,Shadowverse: Worlds Beyond,1,127
25,Little Rocket Lab,1,121
26,Rust,1,110
27,Path of Exile 2,1,109
28,Marvel Rivals,1,90
29,Winter Burrow,1,86
30,Special Events,1,83
31,Dark and Darker,1,82
32,Monster Hunter Wilds,1,78
33,Animal Crossing: City Folk,1,77
34,Sakuna: Of Rice and Ruin,1,75
35,Retro,1,71
36,FINAL FANTASY X,1,68
37,FINAL FANTASY XIV ONLINE,1,66
38,SANABI,1,64
39,Zenless Zone Zero,1,59
40,The First Descendant,1,58
41,Sir Fallen,1,56
42,Art,1,55
43,Dragon Quest III: The Seeds of Salvation,1,52
44,Where Winds Meet,1,49
45,Disney Miraness Fitness,1,46
46,TEKKEN 8,1,45
47,Genshin Impact,1,43
