rank,name,streamers,viewers
1,Just Chatting,148,17977
2,Escape from Tarkov,119,10630
3,Street Fighter 6,85,9604
4,ELDEN RING NIGHTREIGN,36,8623
5,Teamfight Tactics,20,8559
6,Mamon King,12,7855
7,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,7831
8,League of Legends,128,7179
9,Gartic Phone,2,5682
10,Dead by Daylight,87,5561
11,ARC Raiders,69,4716
12,VALORANT,249,4546
13,Eternal Return,14,4375
14,Apex Legends,303,3664
15,Minecraft,61,3048
16,Mamon King,1,2668
17,Jinro Metropolis,4,2341
18,UNDERTALE,6,2309
19,Overwatch 2,120,2052
20,Retro,5,1681
21,and Roger,2,1378
22,Suika Game,3,1042
23,FINAL FANTASY XIV ONLINE,68,1000
24,ASMR,7,987
25,Clair Obscur: Expedition 33,3,959
26,Hogwarts Legacy,13,903
27,Grand Theft Auto V,82,877
28,ARK: Survival Ascended,16,846
29,Path of Exile 2,21,821
30,Mario Kart World,2,801
31,OCTOPATH TRAVELER 0,11,697
32,HANEHOLO!,1,686
33,Pokémon Legends: Z-A,36,650
34,Art,22,599
35,ZAKO NO AHIRU,1,549
36,EA Sports FC 26,4,543
37,Hearthstone,7,532
38,7 Days to Die,17,499
39,Rust,24,463
40,VRChat,5,445
41,Music,9,433
42,Black Desert,9,374
43,Super Smash Bros. Ultimate,3,369
44,R.E.P.O.,38,270
45,Genshin Impact,27,256
46,INAZUMA ELEVEN: Victory Road,9,238
47,MIMESIS,10,223
48,Strinova,11,220
49,Agreeee,7,215
50,Splatoon 3,23,213
