rank,name,streamers,viewers
1,Yakuza Kiwami 2,3,35710
2,Escape from Tarkov,127,22096
3,League of Legends,103,19718
4,Just Chatting,149,19432
5,VALORANT,205,13474
6,MIMESIS,8,10280
7,ARC Raiders,126,6921
8,Street Fighter 6,123,6841
9,Apex Legends,264,4383
10,Overwatch 2,96,3245
11,ELDEN RING NIGHTREIGN,34,2749
12,Art,25,2702
13,R.E.P.O.,19,1653
14,Japan Stigmatized Property,8,1623
15,Agreeee,2,1564
16,Hearthstone,2,1199
17,Dead by Daylight,86,1047
18,FINAL FANTASY XIV ONLINE,50,1035
19,Sonic Racing: CrossWorlds,3,1010
20,Blue Protocol: Star Resonance,37,913
21,Minecraft,46,899
22,Teamfight Tactics,25,889
23,Path of Exile 2,18,887
24,Black Desert,10,822
25,Shenmue III,1,730
26,Grand Theft Auto V,53,713
27,Alchemy Factory,4,689
28,TEKKEN 8,7,672
29,Music,18,542
30,Mario Kart World,2,537
31,Retro,12,522
32,Monster Hunter Wilds,64,447
33,Rust,25,438
34,Dark and Darker,6,429
35,Little Nightmares,1,414
36,Clock Tower II: The Struggle Within,1,409
37,Dragon Quest I & II HD-2D Remake,7,404
38,Shadowverse: Worlds Beyond,6,399
39,Detroit: Become Human,2,381
40,Splatoon 3,21,360
41,ARK: Survival Ascended,14,356
42,Fortnite,32,341
43,Genshin Impact,27,328
44,Honkai: Star Rail,8,302
45,Magic: The Gathering,7,301
46,World of Tanks,11,297
47,Raft,4,296
48,Pokémon Legends: Z-A,27,277
49,Delta Force,11,271
50,7 Days to Die,19,264
