rank,name,streamers,viewers
1,League of Legends,98,3483
2,Raft,4,2606
3,VALORANT,147,2579
4,Persona 5 Royal,1,1871
5,Escape from Tarkov,96,1395
6,Apex Legends,226,1333
7,Street Fighter 6,40,1253
8,ASMR,16,1204
9,Just Chatting,113,1194
10,ARC Raiders,67,1143
11,OCTOPATH TRAVELER 0,3,1046
12,Hearthstone,3,924
13,Grand Theft Auto V,20,881
14,FINAL FANTASY XIV ONLINE,47,825
15,Dead by Daylight,37,795
16,Eternal Return,4,696
17,Overwatch 2,59,669
18,Black Desert,13,596
19,Talk Shows & Podcasts,2,496
20,ELDEN RING NIGHTREIGN,27,474
21,Blue Protocol: Star Resonance,39,442
22,Rhythm Doctor,1,435
23,Art,26,416
24,DJs,1,405
25,Warframe,5,396
26,Minecraft,53,357
27,Zenless Zone Zero,7,349
28,Shadowverse: Worlds Beyond,13,344
29,SILENT HILL ƒ,6,326
30,Phantasy Star Online Ver. 2,1,323
31,Honkai: Star Rail,13,293
32,Rust,18,276
33,Teamfight Tactics,18,253
34,The Legend of Zelda: Breath of the Wild,2,232
35,Monster Hunter Wilds,47,214
36,Always On,6,213
37,"Animals, Aquariums, and Zoos",4,179
38,EA Sports FC 26,3,149
39,Chocobo's Mystery Dungeon EVERY BUDDY!,1,147
40,Genshin Impact,23,144
41,Dark Souls: Remastered,1,141
42,Fortnite,51,133
43,Super Smash Bros. Ultimate,1,117
44,INAZUMA ELEVEN: Victory Road,10,111
45,Mario Kart World,1,108
46,Music,11,103
47,Persona 4 Golden,1,103
48,Retro,2,97
49,Path of Exile 2,7,95
50,R.E.P.O.,11,92
