rank,name,streamers,viewers
1,Escape from Tarkov,140,10189
2,Street Fighter 6,16,10014
3,Just Chatting,88,9524
4,League of Legends,130,5068
5,ARC Raiders,80,3626
6,Overwatch 2,91,3459
7,Sports,1,2970
8,VALORANT,248,2845
9,Monster Hunter Wilds,336,2728
10,Apex Legends,308,2578
11,Eternal Return,12,1164
12,Hearthstone,2,910
13,Mario Kart World,5,822
14,Teamfight Tactics,34,720
15,HANEHOLO!,1,682
16,Super Mario World 2: Yoshi's Island,1,588
17,Path of Exile 2,27,582
18,Dead by Daylight,58,545
19,Art,32,396
20,IRL,3,374
21,Genshin Impact,29,314
22,World of Tanks,6,274
23,Black Desert,9,263
24,Shadowverse: Worlds Beyond,5,249
25,Dark and Darker,2,237
26,SILENT HILL ƒ,3,232
27,ASMR,18,232
28,ELDEN RING NIGHTREIGN,34,208
29,Ninja 外伝 II: The Dark Sword of Chaos,1,185
30,FINAL FANTASY XIV ONLINE,11,176
31,Backpack Battles,8,167
32,Marvel Rivals,15,148
33,2XKO,3,139
34,Minecraft,30,136
35,Resident Evil 4,6,135
36,Splatoon 3,11,128
37,Hollow Knight,4,122
38,Retro,10,121
39,Dragon Quest VI: Maboroshi no Daichi,3,117
40,"Animals, Aquariums, and Zoos",6,115
41,Fortnite,34,109
42,Tom Clancy's Rainbow Six Siege X,10,107
43,Rust,12,105
44,Beautiful Katamari,1,105
45,Grand Theft Auto V,17,98
46,Tingus Goose,1,97
47,Where Winds Meet,4,89
48,OCTOPATH TRAVELER 0,7,89
49,Resident Evil 2,4,83
50,Deduce Together,1,82
