rank,name,streamers,viewers
1,Just Chatting,75,7567
2,Agreeee,5,5390
3,ARC Raiders,72,2510
4,Escape from Tarkov,87,2491
5,VALORANT,151,2405
6,League of Legends,90,1911
7,Apex Legends,206,1422
8,DARK SOULS III,2,1084
9,Overwatch 2,69,889
10,Hearthstone,1,884
11,Street Fighter 6,40,863
12,Teamfight Tactics,17,727
13,Dead by Daylight,46,638
14,FINAL FANTASY XIV ONLINE,33,521
15,ASMR,17,496
16,Mario Kart World,2,495
17,IRL,3,386
18,Super Smash Bros. Ultimate,3,376
19,Path of Exile 2,27,352
20,Mahjong Soul,8,272
21,Tom Clancy's Rainbow Six Siege X,8,270
22,Minecraft,18,254
23,Genshin Impact,27,246
24,Shadowverse: Worlds Beyond,8,245
25,Black Desert,4,229
26,Art,32,224
27,PRAGMATA,1,205
28,Dark and Darker,3,197
29,World of Tanks,1,189
30,"Animals, Aquariums, and Zoos",6,182
31,ELDEN RING NIGHTREIGN,23,166
32,Retro,8,138
33,Ninja 外伝 II: The Dark Sword of Chaos,1,131
34,Monster Hunter Wilds,11,129
35,Splatoon 3,14,122
36,Hollow Knight,1,105
37,Special Events,2,101
38,Deduce Together,1,99
39,OCTOPATH TRAVELER 0,7,98
40,FINAL FANTASY X,1,98
41,Eternal Return,8,98
42,Beautiful Katamari,1,94
43,Honkai: Star Rail,5,89
44,Dragon Quest VI: Maboroshi no Daichi,1,89
45,Alien: Isolation,1,83
46,Always On,3,80
47,Throne and Liberty,2,76
48,Rust,6,74
49,SILENT HILL ƒ,3,73
50,Street Fighter V,1,72
