rank,name,streamers,viewers
1,VALORANT,8,19820
2,Mamon King,7,17928
3,Escape from Tarkov,8,11581
4,Just Chatting,6,9178
5,Street Fighter 6,1,4965
6,League of Legends,10,3271
7,Overwatch 2,8,3076
8,Teamfight Tactics,1,1171
9,ARC Raiders,4,928
10,ASMR,2,666
11,Art,4,435
12,Minecraft,3,428
13,Tom Clancy's Rainbow Six Siege X,2,406
14,Eternal Return,2,394
15,Dead by Daylight,2,362
16,Apex Legends,2,311
17,Dark and Darker,2,286
18,Shadowverse: Worlds Beyond,1,274
19,IRL,2,266
20,Hearthstone,2,253
21,World of Tanks,1,243
22,2XKO,1,215
23,Pokémon Legends: Z-A,1,177
24,Delta Force,1,160
25,Black Desert,1,156
26,Arena Breakout: Infinite,1,144
27,Kirby Air Riders,1,141
28,"Animals, Aquariums, and Zoos",1,139
29,Super Mario 64,1,131
30,Path of Exile 2,1,127
31,ELDEN RING NIGHTREIGN,1,123
32,Rust,1,122
33,Tingus Goose,1,111
34,Elin,1,101
35,FINAL FANTASY XIV ONLINE,1,96
36,Resident Evil 4,1,96
37,PUBG: BATTLEGROUNDS,1,95
38,,1,91
39,Jinro Metropolis,1,89
40,INAZUMA ELEVEN: Victory Road,1,86
41,Phoenix Wright: Ace Attorney - Dual Destinies,1,84
42,Celeste,1,66
