rank,name,streamers,viewers
1,Mamon King,22,9384
2,Just Chatting,100,7132
3,Shadowverse: Worlds Beyond,15,5678
4,Escape from Tarkov,182,4946
5,League of Legends,86,3414
6,VALORANT,200,3062
7,Apex Legends,330,2791
8,ARC Raiders,88,2466
9,Overwatch 2,86,2252
10,Path of Exile 2,92,1777
11,Fallout: New Vegas,1,902
12,Dead by Daylight,73,876
13,Street Fighter 6,56,713
14,FINAL FANTASY XIV ONLINE,47,626
15,Factorio,1,545
16,Teamfight Tactics,27,533
17,Black Desert,21,527
18,Eternal Return,6,409
19,Digital Devil Story: Megami Tensei II,1,381
20,ELDEN RING NIGHTREIGN,55,372
21,Fatal Fury: City of the Wolves,2,355
22,Retro,10,324
23,Art,16,292
24,Splatoon 3,48,290
25,Dragon Quest III: The Seeds of Salvation,2,276
26,Genshin Impact,34,271
27,Hearthstone,3,255
28,PUBG: Black Budget,3,211
29,World of Tanks,10,191
30,Monster Hunter Wilds,34,188
31,ASMR,15,179
32,Fortnite,39,177
33,Always On,5,176
34,Dragon Quest I & II HD-2D Remake,7,165
35,"Warhammer 40,000: Darktide",1,153
36,Warframe,12,152
37,7 Days to Die,11,151
38,Clock Tower,1,149
39,Marvel Rivals,14,149
40,"Animals, Aquariums, and Zoos",5,145
41,Super Smash Bros. Ultimate,3,145
42,VRChat,10,141
43,IRL,4,140
44,ARK: Survival Ascended,10,135
45,Dark and Darker,7,125
46,Diablo IV,10,125
47,Pokémon Legends: Z-A,40,120
48,Rust,12,117
49,Zenless Zone Zero,10,117
50,Dark Souls: Remastered,2,111
