rank,name,streamers,viewers
1,Street Fighter 6,191,63226
2,Just Chatting,105,25835
3,Escape from Tarkov,132,13753
4,VALORANT,216,9546
5,Teamfight Tactics,28,3574
6,Call of Duty: Black Ops 7,13,3406
7,League of Legends,95,3266
8,ARC Raiders,94,2998
9,Apex Legends,309,2535
10,Overwatch 2,114,1826
11,ELDEN RING NIGHTREIGN,32,1804
12,Hearthstone,5,1326
13,FINAL FANTASY XIV ONLINE,78,1285
14,Special Events,5,1256
15,Blue Protocol: Star Resonance,52,911
16,Genshin Impact,22,868
17,ROBLOX,2,830
18,Dead by Daylight,57,740
19,Monster Hunter Wilds,92,683
20,Path of Exile 2,27,666
21,7 Days to Die,20,582
22,Dark and Darker,12,470
23,Black Desert,13,427
24,Halu: The Fracture,1,397
25,Pokémon Legends: Z-A,29,394
26,Yu-Gi-Oh! TRADING CARD GAME,1,390
27,Amagami,17,370
28,Retro,11,338
29,IRL,4,334
30,FINAL FANTASY X,2,330
31,Super Smash Bros. Ultimate,2,285
32,Eternal Return,5,279
33,Minecraft,30,271
34,Art,25,265
35,Strinova,13,245
36,World of Tanks,11,236
37,Tom Clancy's The Division 2,10,231
38,I'm on Observation Duty 8,1,223
39,Fortnite,26,219
40,Rust,20,212
41,Splatoon 3,29,207
42,INAZUMA ELEVEN: Victory Road,11,195
43,Shadowverse: Worlds Beyond,9,178
44,Music,7,165
45,"Animals, Aquariums, and Zoos",2,160
46,VRChat,7,158
47,Grand Theft Auto V,27,157
48,Honkai: Star Rail,8,154
49,Always On,3,147
50,World of Warships,3,146
