rank,name,streamers,viewers
1,Dragon Quest Monsters: Terry no Wonderland SP,1,10267
2,League of Legends,95,8929
3,Just Chatting,104,7239
4,Street Fighter 6,84,6538
5,Escape from Tarkov,156,3988
6,Teamfight Tactics,26,3873
7,VALORANT,248,3138
8,Sonic Racing: CrossWorlds,1,3018
9,Overwatch 2,101,2837
10,Persona 5 Royal,5,2739
11,My Card Is Better Than Your Card!,1,2694
12,Apex Legends,360,2565
13,FINAL FANTASY XIV ONLINE,61,1192
14,ARC Raiders,110,959
15,Monster Hunter Wilds,83,678
16,Dead by Daylight,57,678
17,Blue Protocol: Star Resonance,39,665
18,Black Desert,13,599
19,Special Events,8,598
20,Path of Exile 2,31,581
21,Hearthstone,2,393
22,Dark and Darker,12,390
23,Retro,7,381
24,theHunter: Call of the Wild,2,303
25,Mario Kart World,6,300
26,IRL,7,300
27,ASMR,8,271
28,Marvel Rivals,19,270
29,Jinro Metropolis,2,268
30,ELDEN RING NIGHTREIGN,44,249
31,World of Tanks,11,245
32,Shadowverse: Worlds Beyond,9,233
33,Minecraft,38,228
34,Fortnite,36,227
35,EA Sports FC 26,2,219
36,Animal Crossing: New Horizons,4,217
37,Dragon Quest I & II HD-2D Remake,11,209
38,Genshin Impact,27,183
39,R.E.P.O.,21,172
40,Honkai: Star Rail,11,168
41,Stardew Valley,8,167
42,Art,24,155
43,ARK: Survival Ascended,16,154
44,DARK SOULS III,4,153
45,Always On,3,152
46,Diablo IV,6,150
47,Rust,12,150
48,Splatoon 3,21,145
49,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,143
50,Pokémon Legends: Z-A,21,143
