rank,name,streamers,viewers
1,Escape from Tarkov,56,2436
2,ARC Raiders,42,2408
3,Mamon King,5,2160
4,Just Chatting,53,1685
5,League of Legends,49,1336
6,Apex Legends,155,1055
7,Clair Obscur: Expedition 33,1,1028
8,ASMR,16,838
9,VALORANT,61,740
10,FINAL FANTASY XIV ONLINE,39,577
11,Teamfight Tactics,17,558
12,Hearthstone,3,509
13,Overwatch 2,36,495
14,Rhythm Doctor,1,429
15,Music,4,350
16,Raft,2,350
17,Monster Hunter Wilds,26,317
18,Dead by Daylight,23,289
19,SUPER GHOULS'N GHOSTS,2,287
20,Genshin Impact,16,218
21,DigDigDrill,1,205
22,Always On,4,192
23,Kirby Air Riders,3,191
24,Street Fighter 6,21,185
25,ELDEN RING NIGHTREIGN,11,175
26,IRL,2,166
27,Shadowverse: Worlds Beyond,2,154
28,Art,7,152
29,"Animals, Aquariums, and Zoos",4,140
30,Dark Souls: Remastered,1,125
31,Tom Clancy's The Division 2,2,113
32,FINAL FANTASY VIII Remastered,1,101
33,PokéPark 2: Wonders Beyond,1,100
34,Special Events,1,85
35,Strinova,3,80
36,Minecraft,23,78
37,Path of Exile 2,9,63
38,Black Desert,1,62
39,DayZ,3,57
40,Sir Fallen,1,47
41,Mahou Shoujo no Majo Saiban,2,46
42,OCTOPATH TRAVELER 0,1,44
43,Linda³ Kanzenban,1,43
44,Lies of P,1,38
45,Retro,4,37
46,Rust,5,37
47,Vampire Survivors,1,37
48,Marvel Rivals,8,35
49,Games + Demos,4,33
50,Wuthering Waves,4,31
