rank,name,streamers,viewers
1,Escape from Tarkov,10,5876
2,Path of Exile 2,6,2836
3,Mahou Shoujo no Majo Saiban,1,2024
4,Mamon King,1,1915
5,Alchemy Factory,1,1740
6,League of Legends,9,1678
7,Pokémon Legends: Z-A,3,1437
8,Just Chatting,4,841
9,Factorio,1,417
10,VALORANT,5,406
11,Grand Theft Auto V,1,311
12,ARC Raiders,3,307
13,Apex Legends,3,242
14,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,215
15,ASMR,2,211
16,Jinro Metropolis,2,189
17,Music,2,185
18,Dark and Darker,2,177
19,Marvel Rivals,2,177
20,Overwatch 2,2,161
21,ARK: Survival Ascended,1,152
22,Hearthstone,1,148
23,ELDEN RING NIGHTREIGN,1,143
24,Street Fighter 6,2,134
25,"Animals, Aquariums, and Zoos",1,131
26,FINAL FANTASY TACTICS - The Ivalice Chronicles,1,121
27,FINAL FANTASY XIV ONLINE,1,119
28,PokéPark 2: Wonders Beyond,1,109
29,Retro,1,107
30,Persona 4 Golden,1,97
31,Shadowverse: Worlds Beyond,1,95
32,7 Days to Die,1,89
33,EA Sports FC 26,1,85
34,Rust,1,82
35,Ōkami HD,1,78
36,Black Desert,1,75
37,Paper Mario,1,72
38,INAZUMA ELEVEN: Victory Road,1,71
39,Always On,1,69
40,,1,68
41,Resident Evil 4,1,67
42, SEKIRO: SHADOWS DIE TWICE,1,66
43,Sakuna: Of Rice and Ruin,1,61
44,Mosaic of the Pharaohs,1,60
45,"Warhammer 40,000: Darktide",1,58
46,MapleStory,1,57
47,Genshin Impact,1,51
48,Teamfight Tactics,1,49
49,Wuthering Waves,1,47
50,TEKKEN 8,1,47
51,PUBG: Black Budget,1,43
52,Tom Clancy's The Division 2,1,43
53,Minecraft,1,42
54,Magic: The Gathering,1,41
