rank,name,streamers,viewers
1,Just Chatting,148,48414
2,Street Fighter 6,113,21041
3,League of Legends,134,17942
4,Escape from Tarkov,115,17878
5,Grand Theft Auto V,36,10986
6,VALORANT,234,9632
7,ARC Raiders,78,9563
8,Dragon Quest Monsters: Terry no Wonderland SP,1,9303
9,Clubhouse Games: 51 Worldwide Classics,1,5767
10,PICO PARK 2,1,4711
11,Apex Legends,263,4225
12,Pokémon Legends: Z-A,25,2932
13,ASMR,15,2904
14,Bits & Bops,1,2865
15,Overwatch 2,120,2776
16,FINAL FANTASY XIV ONLINE,143,2722
17,Dragon Quest I & II HD-2D Remake,7,2629
18,2XKO,1,1799
19,Satisfactory,5,1670
20,Monster Hunter Wilds,156,1588
21,Minecraft,43,1455
22,Teamfight Tactics,14,1374
23,Mamon King,6,1120
24,Amagami,1,1102
25,Dead by Daylight,72,1007
26,ELDEN RING NIGHTREIGN,36,999
27,Clair Obscur: Expedition 33,7,897
28,SILENT HILL ƒ,10,891
29,Path of Exile 2,9,804
30,Art,29,641
31,7 Days to Die,10,618
32,Hearthstone,3,611
33,Retro,14,506
34,ZAKO NO AHIRU,2,481
35,Music,11,429
36,Black Desert,7,414
37,Super Smash Bros. Ultimate,12,391
38,World of Tanks,10,381
39,R.E.P.O.,37,347
40,Phasmophobia,13,313
41,Genshin Impact,19,302
42,Jinro Metropolis,9,285
43,Marvel Rivals,13,281
44,Tom Clancy's Rainbow Six Siege X,18,260
45,Animal Crossing: New Horizons,6,258
46,Shadowverse: Worlds Beyond,11,252
47,The Legend of Zelda: Breath of the Wild,2,248
48,Dark and Darker,5,246
49,Zenless Zone Zero,11,225
50,Wuthering Waves,15,224
