rank,name,streamers,viewers
1,ELDEN RING NIGHTREIGN,18,6305
2,Mamon King,1,3646
3,Jinro Metropolis,1,2131
4,League of Legends,47,2003
5,Teamfight Tactics,25,1438
6,VALORANT,79,1324
7,Escape from Tarkov,62,1081
8,Just Chatting,52,913
9,ARC Raiders,35,766
10,Overwatch 2,40,618
11,Retro,5,613
12,Apex Legends,90,545
13,FINAL FANTASY XIV ONLINE,25,509
14,Street Fighter 6,23,509
15,Art,18,369
16,Dead by Daylight,15,283
17,Always On,5,260
18,Hearthstone,4,219
19,Black Desert,4,199
20,IRL,3,196
21,Path of Exile 2,13,191
22,Pokémon Legends: Z-A,11,187
23,Honkai: Star Rail,5,149
24,ASMR,17,143
25,Mosaic of the Pharaohs,1,143
26,"Animals, Aquariums, and Zoos",4,142
27,ARK: Survival Ascended,4,133
28,Genshin Impact,21,131
29,PUBG: Black Budget,3,121
30,osu!,2,119
31,Splatoon 3,7,118
32,Escape from Duckov,7,105
33,Persona 4 Golden,1,92
34,Metaphor: ReFantazio,1,92
35,Games + Demos,7,88
36,Dark and Darker,4,76
37,World of Tanks,2,75
38,Minecraft,18,73
39,Dave the Diver,1,69
40,7 Days to Die,3,66
41,Strinova,8,62
42, SEKIRO: SHADOWS DIE TWICE,2,59
43,PowerWash Simulator,1,50
44,Monster Hunter Wilds,11,50
45,FINAL FANTASY XVI,2,48
46,Hogwarts Legacy,13,39
47,Zenless Zone Zero,10,37
48,MIMESIS,2,35
49,Digimon Story: Cyber Sleuth - Hacker's Memory,1,34
50,Grand Theft Auto V,13,31
