rank,name,streamers,viewers
1,VALORANT,278,28278
2,Just Chatting,163,27737
3,Dragon Ball Gekishin Squadra,12,20991
4,Dragon Quest Monsters: Terry no Wonderland SP,1,13210
5,Escape from Tarkov,118,11418
6,Street Fighter 6,92,7783
7,League of Legends,121,7245
8,Teamfight Tactics,19,6282
9,Overwatch 2,123,6026
10,ARC Raiders,72,5027
11,Apex Legends,256,2571
12,ARK: Survival Ascended,22,2472
13,DJs,5,2401
14,Minecraft,48,1755
15,Path of Exile 2,35,1548
16,Granblue Fantasy,2,1547
17,Dead by Daylight,97,1512
18,MapleStory,4,1501
19,FINAL FANTASY XIV ONLINE,73,1372
20,Amagami,1,1221
21,PAYDAY 3,3,1128
22,Hogwarts Legacy,10,1033
23,Hearthstone,8,981
24,SILENT HILL ƒ,6,962
25,Resident Evil Zero,1,914
26,Mamon King,3,802
27,Black Desert,16,754
28,ELDEN RING NIGHTREIGN,41,704
29,Shadowverse: Worlds Beyond,13,612
30,Retro,17,599
31,Art,23,487
32,Dragon Quest I & II HD-2D Remake,7,460
33,Magic: The Gathering,9,445
34,Deviation Game,7,440
35,Kirby Air Riders,6,426
36,ZAKO NO AHIRU,1,423
37,Grand Theft Auto V,29,418
38,Vampire Rain,1,406
39,World of Tanks,15,402
40,Pokémon Legends: Z-A,21,388
41,Jinro Metropolis,4,371
42,Monster Hunter Wilds,40,362
43,Super Smash Bros. Ultimate,8,357
44,MIMESIS,14,350
45,ASMR,7,346
46,Marvel Rivals,23,307
47,Eternal Return,15,301
48,R.E.P.O.,30,300
49,Fortnite,30,297
50,Genshin Impact,16,276
