rank,name,streamers,viewers
1,Just Chatting,92,29328
2,Escape from Tarkov,144,8537
3,Street Fighter 6,72,6690
4,League of Legends,120,4520
5,ARC Raiders,119,3586
6,Resident Evil 2,1,3507
7,VALORANT,249,3082
8,Overwatch 2,95,3020
9,Apex Legends,343,2640
10,Mamon King,8,2107
11,Teamfight Tactics,18,1569
12,Eternal Return,10,1264
13,FINAL FANTASY XIV ONLINE,84,931
14,Hearthstone,3,827
15,ELDEN RING NIGHTREIGN,33,754
16,Dead by Daylight,66,735
17,ASMR,16,638
18,Art,40,572
19,Honkai: Star Rail,62,511
20,Black Desert,9,477
21,Path of Exile 2,24,399
22,IRL,3,334
23,Monster Hunter Wilds,99,328
24,Delta Force,14,325
25,Retro,8,247
26,Pokémon Legends: Z-A,19,247
27,World of Tanks,5,217
28,Tom Clancy's The Division 2,8,198
29,Music,5,158
30,Always On,4,145
31,I'm Only Sleeping,3,130
32,Genshin Impact,20,129
33,Kirby Air Riders,3,123
34,Backpack Battles,4,122
35,Hollow Knight,2,116
36,Shadowverse: Worlds Beyond,6,116
37,Splatoon 3,11,112
38,Dark and Darker,2,112
39,Marvel Rivals,8,108
40,2XKO,3,98
41,Phoenix Wright: Ace Attorney - Dual Destinies,1,93
42,Jinro Metropolis,3,93
43,Fortnite,32,79
44,Once Human,6,79
45,BioShock Infinite,1,74
46,Strinova,7,74
47,Hogwarts Legacy,18,73
48,Special Events,1,68
49,"Animals, Aquariums, and Zoos",4,67
50,Rust,8,64
