rank,name,streamers,viewers
1,Path of Exile 2,5,3480
2,Mamon King,1,3278
3,League of Legends,10,2465
4,Pokémon Legends: Z-A,2,1920
5,VALORANT,8,1201
6,Escape from Tarkov,7,1055
7,Just Chatting,4,905
8,Overwatch 2,5,498
9,Factorio,1,479
10,FINAL FANTASY TACTICS - The Ivalice Chronicles,1,295
11,Hearthstone,2,212
12,Jinro Metropolis,2,194
13,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,1,184
14,Street Fighter 6,4,180
15,ARC Raiders,2,176
16,Deathloop 4 You,1,160
17,Dark and Darker,1,155
18,Shadowverse: Worlds Beyond,1,151
19,ASMR,2,146
20,Hextech Mayhem: A League of Legends Story,1,146
21,IRL,1,128
22,"Animals, Aquariums, and Zoos",1,126
23,Apex Legends,2,125
24,Always On,2,119
25,Mosaic of the Pharaohs,1,105
26,Rust,1,105
27,"Warhammer 40,000: Darktide",1,102
28,ELDEN RING NIGHTREIGN,1,102
29,Sakuna: Of Rice and Ruin,1,100
30,Genshin Impact,2,95
31,Diablo IV,1,89
32,Dragon Quest III HD-2D Remake,1,78
33,,1,75
34,PokéPark 2: Wonders Beyond,1,74
35,Retro,1,74
36,Ōkami HD,1,68
37,Minecraft,1,67
38,Elin,1,65
39,Resident Evil 4,1,62
40,Teamfight Tactics,1,60
41,Tom Clancy's The Division 2,1,59
42,7 Days to Die,1,57
43,Dead by Daylight,1,56
44,Zenless Zone Zero,1,56
45,PUBG: Black Budget,1,54
46,Escape from Duckov,1,50
47,Art,1,48
48,FINAL FANTASY IX,1,48
49,Sonic Racing: CrossWorlds,1,47
50,The Witcher 3: Wild Hunt,1,47
51,Dragon Quest III: The Seeds of Salvation,1,44
52,VRChat,1,41
53,FINAL FANTASY XIV ONLINE,1,38
