rank,name,streamers,viewers
1,League of Legends,111,44599
2,VALORANT,243,8858
3,Just Chatting,125,8095
4,Escape from Tarkov,151,5624
5,Street Fighter 6,85,4861
6,ARC Raiders,85,3838
7,Apex Legends,282,2337
8,Overwatch 2,108,1922
9,MapleStory,3,1801
10,Teamfight Tactics,19,1701
11,Where Winds Meet,1,1264
12,ROBLOX,3,1249
13,Blue Protocol: Star Resonance,60,916
14,Dead by Daylight,74,825
15,Black Desert,12,719
16,Art,37,622
17,Dark and Darker,7,570
18,Monster Hunter Wilds,104,518
19,Grand Theft Auto V,27,391
20,Path of Exile 2,22,341
21,Pokémon Legends: Z-A,23,322
22,Minecraft,41,299
23,World of Tanks,7,282
24,Rust,6,278
25,Super Smash Bros. Ultimate,4,273
26,Backpack Battles,3,268
27,#COMPASS,1,219
28,Hearthstone,3,202
29,Fortnite,33,199
30,Genshin Impact,22,194
31,Marvel Rivals,21,191
32,FINAL FANTASY XIV ONLINE,6,182
33,Music,12,163
34,"Animals, Aquariums, and Zoos",4,162
35,Jinro Metropolis,1,143
36,Always On,4,139
37,Fate Trigger,11,138
38,Tingus Goose,2,132
39,Honkai: Star Rail,13,132
40,Resident Evil 4,5,131
41,7 Days to Die,12,119
42,Retro,10,116
43,Yakuza 0,1,111
44,Tom Clancy's Rainbow Six Siege X,9,108
45,Zenless Zone Zero,8,105
46,Shadowverse: Worlds Beyond,10,102
47,Mecha BREAK,9,101
48,Super Mario World,3,101
49,ELDEN RING NIGHTREIGN,20,100
50,Splatoon 3,17,95
