rank,name,streamers,viewers
1,ARC Raiders,3,2383
2,League of Legends,8,1875
3,Pokémon Legends: Z-A,2,1675
4,ASMR,5,1220
5,Just Chatting,8,1034
6,Mamon King,4,932
7,Teamfight Tactics,3,766
8,Escape from Tarkov,10,754
9,Hearthstone,1,752
10,VALORANT,5,568
11,Overwatch 2,5,425
12,Detroit: Become Human,1,359
13,SUPER GHOULS'N GHOSTS,1,301
14,Apex Legends,3,235
15,ELDEN RING NIGHTREIGN,2,231
16,Black Desert,1,215
17,Always On,3,194
18,Rust,2,155
19,Shadowverse: Worlds Beyond,2,148
20,Street Fighter 6,2,139
21,"Animals, Aquariums, and Zoos",1,135
22,IRL,1,134
23,Dead by Daylight,2,130
24,Monster Hunter Wilds,1,128
25,Eternal Return,1,125
26,FINAL FANTASY XIV ONLINE,2,117
27,Art,3,116
28,Marvel Rivals,1,89
29,Genshin Impact,2,78
30,Path of Exile 2,1,75
31,The First Descendant,1,72
32,Honkai: Star Rail,1,72
33,FINAL FANTASY X-2,1,69
34,Sakuna: Of Rice and Ruin,1,65
35,,1,65
36,Lies of P,1,57
37,Wuthering Waves,1,54
38,Terraria,1,52
39,Animal Crossing: New Horizons,1,49
40,TEKKEN 8,1,43
41,ELDEN RING,1,40
42,RimWorld,1,39
43,DriveCrazy,1,35
44,Makers & Crafting,1,34
