rank,name,streamers,viewers
1,Escape from Tarkov,184,16040
2,Shadowverse: Worlds Beyond,15,15378
3,Mamon King,15,12818
4,Street Fighter 6,94,12002
5,League of Legends,119,8380
6,Just Chatting,103,5010
7,VALORANT,237,3872
8,Apex Legends,263,3850
9,ARC Raiders,91,3444
10,Overwatch 2,147,3017
11,Black Desert,24,2379
12,Fallout: New Vegas,2,2080
13,Path of Exile 2,47,1320
14,PUBG: Black Budget,5,946
15,Dead by Daylight,70,934
16,FINAL FANTASY XIV ONLINE,49,911
17,7 Days to Die,15,586
18,Teamfight Tactics,24,585
19,ELDEN RING NIGHTREIGN,37,542
20,Pokémon Legends: Z-A,56,541
21,Genshin Impact,36,510
22,Art,31,507
23,World of Tanks,15,500
24,Rudra no Hihou,1,479
25,Retro,14,454
26, SEKIRO: SHADOWS DIE TWICE,3,405
27,Eternal Return,8,378
28,Splatoon 3,39,375
29,DJs,4,310
30,Grand Theft Auto V,25,293
31,Tom Clancy's Rainbow Six Siege X,11,289
32,Hearthstone,3,277
33,Magic: The Gathering,3,221
34,Minecraft,39,221
35,Dark and Darker,7,204
36,Monster Hunter Wilds,33,199
37,Fortnite,31,195
38,Rust,14,188
39,Battlefield 6,15,187
40,Throne and Liberty,3,186
41,ASMR,10,179
42,Marvel Rivals,13,178
43,"Animals, Aquariums, and Zoos",4,176
44,Delta Force,15,174
45,Super Smash Bros. Ultimate,3,158
46,Diablo IV,9,158
47,Dragon Ball: The Breakers,2,156
48,Pokémon Scarlet/Violet,3,151
49,Always On,3,150
50,Strinova,10,150
