rank,name,streamers,viewers
1,League of Legends,137,28712
2,Minecraft,57,22147
3,Escape from Tarkov,116,14430
4,Just Chatting,141,13819
5,Dragon Quest Monsters: Terry no Wonderland SP,1,12816
6,Street Fighter 6,73,11608
7,VALORANT,272,11292
8,Teamfight Tactics,27,8906
9,Mamon King,1,3527
10,Apex Legends,265,3458
11,Placid Plastic Duck Simulator,2,3348
12,Jinro Metropolis,2,2432
13,ARC Raiders,77,2355
14,Overwatch 2,105,2215
15,Pokémon Legends: Z-A,38,1780
16,SILENT HILL ƒ,12,1301
17,FINAL FANTASY VIII Remastered,3,1146
18,7 Days to Die,13,1108
19,Mega Man 5,1,1063
20,Hogwarts Legacy,6,921
21,Dead by Daylight,79,887
22,ELDEN RING NIGHTREIGN,32,833
23,FINAL FANTASY XIV ONLINE,56,805
24,Grand Theft Auto V,53,781
25,Path of Exile 2,28,764
26,Resident Evil Zero,1,758
27,Black Desert,9,726
28, SEKIRO: SHADOWS DIE TWICE,4,588
29,DJs,8,545
30,Dispatch,1,518
31,Super Smash Bros. Ultimate,9,500
32,Rust,28,490
33,Art,27,490
34,Hearthstone,6,483
35,Mamon King,5,470
36,Genshin Impact,20,440
37,Splatoon 3,31,435
38,Battlefield 6,8,433
39,EA Sports FC 26,2,417
40,ASMR,5,392
41,Talk Shows & Podcasts,1,384
42,Among Us,4,338
43,Special Events,2,331
44,Music,13,317
45,Magic: The Gathering,1,316
46,Wuthering Waves,16,312
47,Monster Hunter Wilds,40,297
48,PUBG: BATTLEGROUNDS,15,296
49,Yakuza Kiwami,1,258
50,Strinova,12,258
