rank,name,streamers,viewers
1,ELDEN RING NIGHTREIGN,22,6694
2,Street Fighter 6,29,4527
3,Mamon King,2,3795
4,Jinro Metropolis,1,2327
5,League of Legends,57,1886
6,VALORANT,126,1694
7,Teamfight Tactics,22,1404
8,Escape from Tarkov,69,1094
9,Retro,5,968
10,ARC Raiders,50,869
11,OCTOPATH TRAVELER 0,7,817
12,Overwatch 2,51,803
13,Just Chatting,70,724
14,Apex Legends,128,655
15,FINAL FANTASY XIV ONLINE,30,621
16,Pokémon Legends: Z-A,20,584
17,Dead by Daylight,29,448
18,Art,16,427
19,VRChat,3,366
20,Grand Theft Auto V,18,346
21,Dark and Darker,7,230
22,Always On,4,228
23,Black Desert,5,222
24,Path of Exile 2,16,218
25,Splatoon 3,15,203
26,Honkai: Star Rail,5,182
27,ASMR,15,159
28,Hearthstone,4,158
29,"Animals, Aquariums, and Zoos",4,151
30,Minecraft,26,144
31,Mosaic of the Pharaohs,1,142
32,osu!,4,131
33,IRL,3,130
34,Cast n Chill,1,127
35,Eternal Return,3,123
36,Ripple Island: Kyle and Cal’s Restaurant,1,110
37,PUBG: Black Budget,3,107
38,Escape from Duckov,6,106
39, SEKIRO: SHADOWS DIE TWICE,4,105
40,Games + Demos,11,102
41,Persona 4 Golden,1,99
42,ARK: Survival Ascended,3,98
43,Strinova,13,96
44,Metaphor: ReFantazio,1,90
45,PUBG: BATTLEGROUNDS,3,90
46,World of Tanks,3,83
47,Genshin Impact,15,75
48,7 Days to Die,6,72
49,Dead Cells,1,59
50,FINAL FANTASY XVI,2,53
