rank,name,streamers,viewers
1,VALORANT,8,42479
2,Mamon King,7,18863
3,Escape from Tarkov,9,11745
4,Street Fighter 6,2,8887
5,Just Chatting,7,6513
6,Overwatch 2,8,3411
7,League of Legends,11,3106
8,ARC Raiders,7,2837
9,Dead by Daylight,3,2107
10,Teamfight Tactics,1,1114
11,ASMR,2,779
12,Minecraft,3,512
13,Black Desert,2,463
14,Art,3,353
15,Eternal Return,1,350
16,Tom Clancy's Rainbow Six Siege X,1,347
17,Apex Legends,2,337
18,Dark and Darker,2,308
19,Hearthstone,2,252
20,2XKO,1,224
21,World of Tanks,1,223
22,SILENT HILL ƒ,1,223
23,ELDEN RING NIGHTREIGN,2,206
24,Super Mario 64,1,200
25,Arena Breakout: Infinite,1,183
26,Heavy Rain,1,176
27,Delta Force,1,168
28,Rust,1,143
29,"Animals, Aquariums, and Zoos",1,140
30,INAZUMA ELEVEN: Victory Road,1,128
31,IRL,1,127
32,PUBG: BATTLEGROUNDS,1,98
33,Elin,1,96
34,Retro,1,94
35,Pokémon Legends: Z-A,1,93
36,FINAL FANTASY XIV ONLINE,1,84
