rank,name,streamers,viewers
1,Escape from Tarkov,105,8957
2,Just Chatting,65,3799
3,VALORANT,117,2686
4,League of Legends,72,1761
5,Alchemy Factory,3,1506
6,Apex Legends,179,1372
7,Street Fighter 6,38,1184
8,Teamfight Tactics,23,1175
9,ARC Raiders,54,976
10,Overwatch 2,54,965
11,Dead by Daylight,43,560
12,Path of Exile 2,34,468
13,Art,24,457
14,FINAL FANTASY XIV ONLINE,31,378
15,IRL,5,367
16,Raft,1,317
17,Hearthstone,4,263
18,Genshin Impact,13,258
19,Shadowverse: Worlds Beyond,6,238
20,7 Days to Die,11,234
21,Marvel Rivals,11,232
22,Retro,12,232
23,ELDEN RING NIGHTREIGN,20,180
24,Minecraft,29,178
25,Fortnite,38,164
26,"Animals, Aquariums, and Zoos",6,160
27,Monster Hunter Wilds,19,153
28,Black Desert,6,148
29,Splatoon 3,8,143
30,Always On,4,143
31,Animal Crossing: New Horizons,5,138
32,Linda³ Kanzenban,1,133
33,ASMR,15,119
34,The Legend of Zelda: A Link Between Worlds,1,112
35,Diablo IV,5,109
36,Dragon Quest I & II HD-2D Remake,3,109
37,Super Mario World,1,107
38,ARK: Survival Ascended,7,105
39,Dark and Darker,1,102
40,Eternal Return,4,102
41,Gokujou Parodius: Kako no Eikou wo Motomete,1,100
42,Pikmin 4,2,96
43,Pokémon Legends: Z-A,13,96
44,Beautiful Katamari,1,86
45,Winter Burrow,1,81
46,Dota 2,2,77
47,The First Descendant,9,77
48,Resident Evil 4,2,67
49,Jinro Metropolis,1,62
50,Super Smash Bros. Ultimate,1,51
