rank,name,streamers,viewers
1,Just Chatting,11,11086
2,Escape from Tarkov,7,10158
3,League of Legends,9,5822
4,VALORANT,8,5717
5,Mamon King,3,3104
6,Street Fighter 6,4,1486
7,IRL,3,1285
8,Teamfight Tactics,3,1248
9,Overwatch 2,3,887
10,Tom Clancy's Rainbow Six Siege X,2,683
11,,2,622
12,ARC Raiders,4,596
13,ASMR,1,508
14,Mario Kart World,1,461
15,Hearthstone,1,432
16,7 Days to Die,1,329
17,Dark and Darker,3,300
18,ELDEN RING NIGHTREIGN,2,262
19,Pokémon Legends: Z-A,2,236
20,Dead by Daylight,2,221
21,World of Tanks,1,209
22,Genshin Impact,2,168
23,Retro,1,161
24,"Animals, Aquariums, and Zoos",1,152
25,Special Events,1,141
26,The Legend of Zelda: Skyward Sword,1,139
27,Apex Legends,2,134
28,Jinro Metropolis,1,133
29,Dragon Quest I & II HD-2D Remake,1,128
30,MapleStory,1,107
31,Tingus Goose,1,97
32,Albion Online,1,96
33,The Conveni: Ano Machi wo Dokusen Seyo,1,95
34,Beautiful Katamari,1,94
35,Shadowverse: Worlds Beyond,1,92
36,DARK SOULS III,1,92
37,Art,1,87
38,Animal Crossing: New Horizons,1,86
39,Always On,1,76
40,Alien: Isolation,1,76
41, SEKIRO: SHADOWS DIE TWICE,1,76
42,Super Mario World,1,72
43,Black Desert,1,66
44,FINAL FANTASY XIV ONLINE,1,66
45,Path of Exile 2,1,65
46,Stream Racer,1,60
