rank,name,streamers,viewers
1,MapleStory,3,1932
2,League of Legends,44,1714
3,Goblin Cleanup,1,1555
4,Escape from Tarkov,46,1086
5,VALORANT,63,1059
6,ASMR,19,1025
7,Blue Protocol: Star Resonance,32,908
8,Apex Legends,102,788
9,Core Keeper,2,784
10,Grand Theft Auto V,15,708
11,Just Chatting,55,626
12,Overwatch 2,36,569
13,Teamfight Tactics,11,512
14,ARC Raiders,26,491
15,Hearthstone,4,457
16,Ghost of Yōtei,2,385
17,Rust,8,325
18,Backpack Battles,2,325
19,ELDEN RING NIGHTREIGN,14,294
20,SUPER GHOULS'N GHOSTS,2,277
21,Art,14,243
22,Retro,4,239
23,Monster Hunter Wilds,17,212
24,Always On,4,200
25,Street Fighter 6,16,194
26,Resident Evil 3: Nemesis,1,192
27,FINAL FANTASY XIV ONLINE,18,182
28,"Animals, Aquariums, and Zoos",4,169
29,Cult of the Lamb,1,159
30,IRL,2,157
31,Metaphor: ReFantazio,1,128
32,Dead by Daylight,21,126
33,FINAL FANTASY VIII Remastered,2,122
34,Slay the Spire,1,102
35,Wuthering Waves,6,91
36,Honkai: Star Rail,5,90
37,Minecraft,22,82
38, SEKIRO: SHADOWS DIE TWICE,1,74
39,Strinova,3,71
40,Beat Saber,3,69
41,Genshin Impact,14,64
42,Zenless Zone Zero,7,61
43,Shadowverse: Worlds Beyond,6,60
44,Legacy of Kain: Soul Reaver Remastered,2,50
45,BALL x PIT,2,50
46,Mahjong Soul,2,49
47,Marvel Rivals,6,49
48,OCTOPATH TRAVELER 0,4,44
49,Path of Exile 2,4,37
50,Escape from Duckov,8,35
