rank,name,streamers,viewers
1,Call of Duty: Black Ops 7,8,13876
2,Escape from Tarkov,128,7899
3,Clubhouse Games: 51 Worldwide Classics,1,7348
4,Just Chatting,136,5314
5,Apex Legends,341,3525
6,VALORANT,252,3313
7,ARC Raiders,89,3273
8,Dragon Quest I & II HD-2D Remake,4,2352
9,Jinro Metropolis,3,2128
10,ELDEN RING NIGHTREIGN,48,1947
11,Teamfight Tactics,21,1914
12,Overwatch 2,108,1610
13,League of Legends,112,1583
14,Grand Theft Auto V,103,1532
15,Minecraft,58,1215
16,Chocobo's Dungeon 2,2,1182
17,Street Fighter 6,58,1093
18,ASMR,8,1043
19,Blue Protocol: Star Resonance,28,785
20,FINAL FANTASY XIV ONLINE,47,707
21,Dead by Daylight,62,682
22,OCTOPATH TRAVELER 0,6,634
23,Monster Hunter Wilds,71,557
24,Art,26,551
25,Rust,34,522
26,Hearthstone,5,487
27,DJs,4,470
28,Rhythm Doctor,3,344
29,EA Sports FC 26,3,307
30,Super Smash Bros. Ultimate,6,290
31,Pokémon Legends: Z-A,18,288
32,Music,7,242
33,Black Desert,9,242
34,UNDERTALE,1,233
35,Pomegranate Housing Complex,1,221
36,Shadowverse: Worlds Beyond,10,202
37,Genshin Impact,23,179
38,I'm Only Sleeping,2,178
39,Mamon King,7,165
40,Honkai: Star Rail,14,163
41,"Animals, Aquariums, and Zoos",3,148
42,7 Days to Die,17,140
43,Retro,6,136
44,Talk Shows & Podcasts,2,134
45,Fortnite,27,129
46,Marvel Rivals,15,128
47,Shawarma Legend,1,128
48,SHINOBI: Art of Vengeance,1,125
49,World of Tanks,5,123
50,R.E.P.O.,27,119
