rank,name,streamers,viewers
1,League of Legends,135,20156
2,VALORANT,263,9617
3,Street Fighter 6,82,7666
4,ARC Raiders,103,6503
5,Mamon King,13,4792
6,Just Chatting,106,4565
7,Escape from Tarkov,156,2915
8,Apex Legends,320,1948
9,Overwatch 2,130,1945
10,Teamfight Tactics,38,1238
11,Art,46,1006
12,Path of Exile 2,40,917
13,ELDEN RING NIGHTREIGN,51,902
14,Dead by Daylight,72,792
15,HANEHOLO!,1,721
16,IRL,7,517
17,FINAL FANTASY XIV ONLINE,47,477
18,Pokémon Legends: Z-A,39,423
19,Shadowverse: Worlds Beyond,14,308
20,Marvel Rivals,17,307
21,SILENT HILL ƒ,5,269
22,Fortnite,40,248
23,Jinro Metropolis,5,246
24,Minecraft,33,241
25,Monster Hunter Wilds,43,237
26,Retro,10,231
27,Grand Theft Auto V,23,215
28,Hearthstone,4,185
29,Resident Evil 4,3,179
30,Tingus Goose,2,172
31,ASMR,14,172
32,"Animals, Aquariums, and Zoos",4,171
33,Delta Force,20,161
34,"Warhammer 40,000: Darktide",2,154
35,Genshin Impact,18,152
36,A Good Snowman is Hard to Build,2,148
37,Animal Crossing: New Horizons,4,143
38,Splatoon 3,19,136
39,Always On,3,124
40,Kirby Air Riders,3,118
41,Food & Drink,2,107
42,Strinova,12,98
43,Rust,12,91
44,R.E.P.O.,20,91
45,Eternal Return,5,89
46,ARK: Survival Evolved,2,85
47,Black Desert,7,84
48,7 Days to Die,16,83
49,World of Tanks,9,79
50,Music,9,77
