rank,name,streamers,viewers
1,Yakuza Kiwami 2,1,34760
2,Just Chatting,193,31667
3,Escape from Tarkov,97,24177
4,League of Legends,109,18524
5,VALORANT,223,14272
6,Street Fighter 6,119,8297
7,ARC Raiders,99,8138
8,Overwatch 2,114,4788
9,ELDEN RING NIGHTREIGN,38,3433
10,Apex Legends,234,3257
11,R.E.P.O.,23,2948
12,Art,40,2444
13,Agreeee,4,2300
14,Dragon Quest I & II HD-2D Remake,8,2177
15,DON'T SCREAM TOGETHER,2,1793
16,Japan Stigmatized Property,4,1715
17,MIMESIS,28,1608
18,Black Desert,13,1426
19,FINAL FANTASY XIV ONLINE,63,1339
20,Amagami,6,1320
21,Hearthstone,3,1203
22,Dead by Daylight,86,1176
23,Sonic Racing: CrossWorlds,2,1147
24,Path of Exile 2,16,1083
25,Deviation Game,1,931
26,Blue Protocol: Star Resonance,39,919
27,Grand Theft Auto V,34,897
28,Minecraft,31,873
29,Teamfight Tactics,24,844
30,Rust,22,823
31,Shadowverse: Worlds Beyond,11,762
32,Shenmue III,1,760
33,Fortnite,36,673
34,Alchemy Factory,5,652
35,Music,12,577
36,Pokémon Legends: Z-A,26,550
37,TEKKEN 8,6,539
38,ASMR,5,539
39,Splatoon 3,31,534
40,Mario Kart World,3,532
41,Genshin Impact,28,530
42,ARK: Survival Ascended,17,508
43,Magic: The Gathering,3,475
44,Monster Hunter Wilds,60,473
45,Little Nightmares,2,472
46,Super Mario 64,3,448
47,World of Tanks,14,420
48,Super Smash Bros. Ultimate,10,396
49,Clock Tower II: The Struggle Within,1,383
50,Retro,5,359
