rank,name,streamers,viewers
1,Escape from Tarkov,7,8431
2,Just Chatting,6,4140
3,ARC Raiders,5,2973
4,Apex Legends,9,2905
5,League of Legends,5,1514
6,ASMR,4,1395
7,Pokémon Legends: Z-A,2,1366
8,Mamon King,4,944
9,VALORANT,8,938
10,,2,934
11,Overwatch 2,5,700
12,Hearthstone,2,555
13,Teamfight Tactics,2,533
14,Dead by Daylight,4,481
15,Detroit: Become Human,1,440
16,Grand Theft Auto V,1,276
17,Palworld,1,188
18,Street Fighter 6,2,186
19,Retro,2,168
20,FINAL FANTASY VIII Remastered,1,167
21,"Animals, Aquariums, and Zoos",1,137
22,Art,1,129
23,Rust,1,111
24,Always On,1,100
25,FINAL FANTASY XIV ONLINE,1,98
26,Eternal Return,1,97
27,ELDEN RING NIGHTREIGN,1,87
28,Cities: Skylines II,1,80
29,Marvel Rivals,1,77
30,EA Sports FC 26,1,76
31,Kingdom Hearts HD 1.5 + 2.5 ReMIX,1,74
32,Counter-Strike,1,73
33,Shadowverse: Worlds Beyond,1,64
34,ARK: Survival Ascended,1,64
35,Baby Steps,1,64
36,Honkai: Star Rail,1,64
37, SEKIRO: SHADOWS DIE TWICE,1,60
38,Wuthering Waves,1,60
39,ROUTINE,1,54
40,ELDEN RING,1,53
