rank,name,streamers,viewers
1,Just Chatting,99,52133
2,Street Fighter 6,88,23215
3,Escape from Tarkov,151,20387
4,Cloverpit,1,10763
5,League of Legends,155,8737
6,VALORANT,216,7296
7,ARC Raiders,85,6086
8,Inazuma Eleven GO: Chrono Stones - Thunderflash,1,5944
9,MIMESIS,11,5754
10,Eternal Return,10,5195
11,Overwatch 2,113,5105
12,Apex Legends,272,3620
13,Teamfight Tactics,24,3537
14,Mamon King,15,1883
15,Dead by Daylight,91,1655
16,Riichi City,2,1560
17,PUBG: BATTLEGROUNDS,61,1253
18,Black Desert,13,985
19,Path of Exile 2,34,884
20,Art,34,765
21,FINAL FANTASY XIV ONLINE,43,672
22,A Dance of Fire and Ice,1,622
23,Shadowverse: Worlds Beyond,22,610
24,ASMR,10,599
25,Pokémon Legends: Z-A,23,536
26,ELDEN RING NIGHTREIGN,41,506
27,Special Events,6,484
28,Retro,12,465
29,Kirby Air Riders,2,437
30,Agreeee,7,426
31,Tom Clancy's Rainbow Six Siege X,11,405
32,Grand Theft Auto V,51,399
33,Fortnite,29,399
34,Minecraft,54,388
35,DJs,3,385
36,Stardew Valley,1,382
37,Rust,24,353
38,Dragon Quest III: The Seeds of Salvation,1,343
39,Karaoke Joysound for Streamer,1,334
40,Marvel Rivals,25,323
41,The Legend of Zelda: Breath of the Wild,4,272
42,Dark and Darker,2,266
43,Genshin Impact,30,260
44,Delta Force,10,257
45,World of Tanks,9,257
46,Animal Crossing: New Horizons,4,253
47,Persona 5 Royal,5,252
48,Splatoon 3,29,223
49,Monster Hunter Wilds,30,218
50,Danganronpa: Trigger Happy Havoc,3,217
