rank,name,streamers,viewers
1,Just Chatting,234,30402
2,League of Legends,148,26299
3,Escape from Tarkov,101,14264
4,Street Fighter 6,89,10649
5,VALORANT,228,9280
6,Mamon King,4,5857
7,Kirby Air Riders,12,5612
8,ARC Raiders,62,4647
9,Apex Legends,248,4014
10,Art,23,3795
11,Overwatch 2,109,2641
12,Jinro Metropolis,3,2589
13,World of Warships,2,2436
14,ELDEN RING NIGHTREIGN,34,2179
15,Agreeee,3,1869
16,Minecraft,58,1638
17,Persona 5 Royal,3,1624
18,Teamfight Tactics,23,1337
19,FINAL FANTASY XIV ONLINE,55,1163
20,SILENT HILL ƒ,14,1148
21,Monster Hunter Wilds,65,1130
22,Dead by Daylight,84,1127
23,MIMESIS,31,1032
24,Dark and Darker,10,989
25,Grand Theft Auto V,56,968
26,Hogwarts Legacy,4,908
27,Satisfactory,6,848
28,Black Desert,10,817
29,ROBLOX,2,805
30,Path of Exile 2,15,756
31,Retro,21,666
32,Dale & Dawson Stationery Supplies,5,652
33,Mario Kart World,4,633
34,EA Sports FC 26,4,579
35,Blue Protocol: Star Resonance,25,547
36,Gas Station Simulator,1,520
37,Japan Stigmatized Property 2,3,496
38,ASMR,6,452
39,Marvel Rivals,13,385
40,Battlefield 6,14,361
41,Genshin Impact,23,357
42,Urban Myth Dissolution Center,1,353
43,The Legend of Zelda: Breath of the Wild,5,348
44,HATSUNE MIKU: COLORFUL STAGE!,1,321
45,Special Events,4,314
46,Hearthstone,3,309
47,World of Tanks,14,308
48,Shadowverse: Worlds Beyond,11,301
49,Rust,10,275
50,Baby Steps,1,264
