rank,name,streamers,viewers
1,Just Chatting,189,35547
2,League of Legends,148,25002
3,Escape from Tarkov,88,13218
4,Street Fighter 6,78,9737
5,VALORANT,205,7605
6,Kirby Air Riders,15,6282
7,ARC Raiders,59,5688
8,Apex Legends,261,4587
9,Art,28,4280
10,World of Warships,6,2845
11,Jinro Metropolis,2,2576
12,Overwatch 2,107,2265
13,ELDEN RING NIGHTREIGN,35,2166
14,Teamfight Tactics,16,2099
15,Minecraft,65,1971
16,Agreeee,4,1885
17,FINAL FANTASY XIV ONLINE,61,1379
18,Monster Hunter Wilds,62,1225
19,Dead by Daylight,90,1191
20,ASMR,7,1165
21,Blue Protocol: Star Resonance,40,1137
22,Dark and Darker,9,1096
23,SILENT HILL ƒ,8,1048
24,Black Desert,13,1028
25,Retro,20,1012
26,MIMESIS,27,949
27,Hogwarts Legacy,8,910
28,ROBLOX,1,835
29,Satisfactory,3,815
30,Path of Exile 2,14,805
31,Grand Theft Auto V,49,736
32,Mario Kart World,3,723
33,Dale & Dawson Stationery Supplies,5,680
34,Persona 5 Royal,3,579
35,Japan Stigmatized Property 2,4,541
36,Marvel Rivals,13,538
37,Shadowverse: Worlds Beyond,13,537
38,Gas Station Simulator,1,490
39,EA Sports FC 26,9,453
40,Genshin Impact,25,428
41,The Legend of Zelda: Breath of the Wild,6,425
42,Urban Myth Dissolution Center,5,386
43,Music,13,369
44,Phasmophobia,8,346
45,Gran Turismo 7,1,346
46,Hearthstone,3,336
47,Special Events,6,327
48,R.E.P.O.,41,305
49,Arkheron,13,288
50,World of Tanks,13,283
