rank,name,streamers,viewers
1,Escape from Tarkov,180,14784
2,Path of Exile 2,66,9909
3,Just Chatting,101,9264
4,Shadowverse: Worlds Beyond,10,7207
5,Street Fighter 6,118,5115
6,League of Legends,95,4501
7,VALORANT,227,4084
8,ARC Raiders,94,3175
9,Apex Legends,286,2496
10,Fallout: New Vegas,2,2432
11,Mamon King,13,1730
12,Black Desert,27,1653
13,Overwatch 2,123,1575
14,Dead by Daylight,69,1444
15,PUBG: Black Budget,3,1055
16,FINAL FANTASY XIV ONLINE,55,942
17,Teamfight Tactics,21,542
18,ELDEN RING NIGHTREIGN,34,523
19,Retro,14,491
20,Tennis no Ouji-sama,1,467
21,Stream Racer,1,454
22,Fatal Fury: City of the Wolves,3,409
23, SEKIRO: SHADOWS DIE TWICE,3,396
24,Genshin Impact,34,396
25,Pokémon Legends: Z-A,50,384
26,Eternal Return,6,363
27,World of Tanks,12,358
28,Dragon Quest III: The Seeds of Salvation,1,317
29,Art,22,289
30,Splatoon 3,42,283
31,Tom Clancy's Rainbow Six Siege X,12,281
32,Monster Hunter Wilds,49,269
33,DJs,4,268
34,Hearthstone,7,259
35,Dragon Quest I & II HD-2D Remake,12,258
36,Delta Force,15,255
37,Throne and Liberty,5,216
38,Fortnite,33,213
39,Minecraft,46,211
40,Battlefield 6,17,205
41,Dark and Darker,10,194
42,7 Days to Die,14,180
43,ASMR,12,176
44,Marvel Rivals,22,174
45,Grand Theft Auto V,25,174
46,Rust,16,157
47,osu!,3,152
48,"Warhammer 40,000: Darktide",1,145
49,Elin,4,143
50,Pokémon Scarlet/Violet,4,142
