rank,name,streamers,viewers
1,Escape from Tarkov,133,23084
2,Mamon King,3,3945
3,VALORANT,159,3178
4,ELDEN RING NIGHTREIGN,35,2749
5,Jinro Metropolis,2,2192
6,ARC Raiders,67,1898
7,League of Legends,84,1728
8,Just Chatting,77,1706
9,Apex Legends,248,1666
10,Street Fighter 6,33,999
11,ASMR,14,896
12,Hearthstone,1,841
13,Grand Theft Auto V,39,773
14,Teamfight Tactics,21,644
15,Overwatch 2,51,639
16,FINAL FANTASY XIV ONLINE,26,481
17,Art,19,465
18,ICARUS,1,454
19,Black Desert,9,410
20,Dead by Daylight,39,345
21,Blue Protocol: Star Resonance,22,327
22,Retro,7,303
23,Super Smash Bros. Ultimate,4,287
24,Marvel Rivals,11,260
25,Detroit: Become Human,4,259
26,Dark and Darker,8,227
27,Eternal Return,7,224
28,Monster Hunter Wilds,32,174
29,EA Sports FC 26,4,172
30,7 Days to Die,11,170
31,Super Mario 64,3,149
32,Linda³ Again,1,140
33,Path of Exile 2,14,139
34,Minecraft,31,137
35,World of Tanks,3,137
36,FINAL FANTASY VIII Remastered,1,132
37,"Animals, Aquariums, and Zoos",4,132
38,ARK: Survival Ascended,12,125
39,Dark Souls: Remastered,3,123
40,Genshin Impact,20,107
41,Spell Tonaeru,1,107
42,Dragon Quest I & II HD-2D Remake,7,103
43,Always On,3,98
44,Mahjong Soul,6,93
45,Call of Duty: Black Ops 7,11,92
46,Zenless Zone Zero,9,84
47,Rust,17,83
48,SILENT HILL ƒ,3,72
49,Escape from Duckov,4,72
50,Shadowverse: Worlds Beyond,13,69
