rank,name,streamers,viewers
1,League of Legends,64,57799
2,Escape from Tarkov,107,11002
3,Just Chatting,92,4049
4,ARC Raiders,86,2676
5,Overwatch 2,70,2139
6,VALORANT,154,1930
7,Teamfight Tactics,16,1198
8,Apex Legends,226,1119
9,Street Fighter 6,35,1005
10,Alchemy Factory,6,718
11,Fire Emblem: Three Houses,1,655
12,Hearthstone,4,564
13,FINAL FANTASY XIV ONLINE,34,558
14,Dead by Daylight,50,480
15,Art,29,470
16,Blue Protocol: Star Resonance,27,357
17,IRL,6,338
18,Black Desert,8,302
19,Retro,8,274
20,Shadowverse: Worlds Beyond,12,268
21,ASMR,14,247
22,Dark and Darker,3,234
23,ELDEN RING NIGHTREIGN,35,230
24,Monster Hunter Wilds,50,229
25,Raft,2,227
26,Path of Exile 2,13,219
27,Jinro Metropolis,1,203
28,World of Tanks,5,183
29,7 Days to Die,8,174
30,"Animals, Aquariums, and Zoos",3,145
31,Always On,4,145
32,Genshin Impact,19,132
33,Music,11,123
34,Minecraft,29,121
35,The Legend of Zelda: A Link Between Worlds,1,121
36,Hollow Knight,1,118
37,Ninja 外伝 II: The Dark Sword of Chaos,1,118
38,Dragon Quest Builders 2,3,114
39,Linda³ Kanzenban,1,113
40,Honkai: Star Rail,7,109
41,The Legend of Zelda: The Wind Waker,1,103
42,Rust,9,103
43,Phoenix Wright: Ace Attorney - Dual Destinies,1,102
44,Super Smash Bros. Ultimate,4,91
45,Fortnite,17,90
46,Dragon Quest III: The Seeds of Salvation,1,86
47,INAZUMA ELEVEN: Victory Road,10,80
48,Yakuza 0,1,73
49,Dragon Quest I & II HD-2D Remake,4,71
50,Grand Theft Auto V,24,70
