rank,name,streamers,viewers
1,Escape from Tarkov,157,8491
2,Just Chatting,110,4112
3,Cut That Wire,2,3731
4,League of Legends,108,3588
5,Agreeee,3,3199
6,VALORANT,237,3082
7,ASMR,22,2643
8,Apex Legends,283,2513
9,Path of Exile 2,22,2498
10,Overwatch 2,110,2129
11,Teamfight Tactics,24,1976
12,OCTOPATH TRAVELER 0,9,1893
13,ARC Raiders,78,1815
14,ELDEN RING NIGHTREIGN,45,1687
15,Dead by Daylight,72,1532
16,Hearthstone,3,1239
17,Grand Theft Auto V,100,1114
18,Animal Crossing: New Horizons,3,943
19,Street Fighter 6,75,896
20,SILENT HILL ƒ,4,779
21,FINAL FANTASY XIV ONLINE,48,731
22,Yu-Gi-Oh! Master Duel,1,680
23,Art,34,666
24,Minecraft,38,577
25,EA Sports FC 26,4,537
26,Genshin Impact,32,298
27,Among Us,1,291
28,Shadowverse: Worlds Beyond,6,243
29,Pokémon Legends: Z-A,33,240
30,My Little Puppy,1,233
31,Dark and Darker,9,215
32,Black Desert,8,205
33,Music,9,195
34,Monster Hunter Wilds,36,178
35,Phantasy Star Online Ver. 2,1,172
36,Food & Drink,2,164
37,PUBG: BATTLEGROUNDS,6,154
38,Dragon Quest I & II HD-2D Remake,8,141
39,Arena Breakout: Infinite,10,136
40,"Animals, Aquariums, and Zoos",4,132
41,Wuthering Waves,11,126
42,Tom Clancy's Rainbow Six Siege X,16,124
43,World of Tanks,3,122
44,Special Events,1,120
45,Eternal Return,8,119
46,FINAL FANTASY VIII Remastered,2,119
47,R.E.P.O.,23,117
48,Dark Souls: Remastered,1,116
49,Marvel Rivals,9,108
50,Persona 4 Golden,1,108
