rank,name,streamers,viewers
1,Escape from Tarkov,153,12474
2,Dragon Quest Monsters: Terry no Wonderland SP,1,12322
3,League of Legends,107,8618
4,Just Chatting,116,7258
5,GODDESS OF VICTORY: NIKKE,3,4226
6,Alchemy Factory,5,4172
7,VALORANT,250,3418
8,Mamon King,12,3088
9,PUBG: Black Budget,4,2428
10,Retro,14,2379
11,Apex Legends,286,2169
12,Dragon Quest I & II HD-2D Remake,13,1853
13,ARC Raiders,106,1653
14,Overwatch 2,98,1393
15,Dead by Daylight,79,1155
16,Path of Exile 2,36,1099
17,Street Fighter 6,64,1056
18,Teamfight Tactics,24,935
19,FINAL FANTASY XIV ONLINE,55,883
20,Agreeee,5,837
21,Black Desert,13,707
22,Mahjong Soul,13,685
23,Fushigi no Dungeon: Fuurai no Shiren GB2 - Sabaku no Majou,1,628
24,ASMR,12,617
25,Minecraft,43,612
26,Momotaro Dentetsu 2: Anata no Machi mo Kitto aru,2,576
27,Eternal Return,10,468
28,Pokémon Legends: Z-A,56,440
29,Splatoon 3,30,391
30,Dragon Quest III: The Seeds of Salvation,2,390
31,Hearthstone,5,350
32,ELDEN RING NIGHTREIGN,43,323
33,Art,30,319
34,World of Tanks,11,257
35,2XKO,2,251
36,Monster Hunter Wilds,40,249
37,I'm on Observation Duty 8,1,248
38,Fortnite,34,244
39,Battlefield 6,16,238
40,Genshin Impact,39,236
41,Rust,18,235
42,Grand Theft Auto V,37,234
43,IRL,6,209
44,Delta Force,11,207
45,Marvel Rivals,13,201
46,INAZUMA ELEVEN: Victory Road,12,199
47,Gunfire Reborn,1,188
48,Dark and Darker,6,188
49,One Piece Card Game,1,186
50,Where Winds Meet,14,176
