rank,name,streamers,viewers
1,Escape from Tarkov,138,26942
2,League of Legends,122,12386
3,Just Chatting,168,9557
4,Apex Legends,305,9289
5,Street Fighter 6,78,7318
6,ARC Raiders,99,6241
7,VALORANT,254,6121
8,Mamon King,3,5048
9,ASMR,7,3056
10,Dragon Quest I & II HD-2D Remake,11,2817
11,Overwatch 2,123,2676
12,DON'T SCREAM TOGETHER,2,2514
13,Jinro Metropolis,2,2441
14,SILENT HILL ƒ,4,2254
15,Minecraft,43,1527
16,Persona 5 Royal,5,1522
17,Teamfight Tactics,26,1408
18,FINAL FANTASY XIV ONLINE,63,1250
19,Pokémon Legends: Z-A,15,1218
20,Hearthstone,4,1183
21,Grand Theft Auto V,64,1069
22,Monster Hunter Wilds,65,1029
23,Dead by Daylight,76,941
24,Agreeee,7,887
25,Blue Protocol: Star Resonance,37,758
26,Black Desert,10,727
27,Dark and Darker,10,670
28,Super Smash Bros. Ultimate,9,649
29,7 Days to Die,15,643
30,R.E.P.O.,20,633
31,ELDEN RING NIGHTREIGN,27,598
32,Eternal Return,12,484
33,Animal Crossing: New Horizons,4,442
34,Full Metal Schoolgirl,1,425
35,Rust,23,422
36,Marvel Rivals,12,355
37,Shadowverse: Worlds Beyond,10,352
38,Detroit: Become Human,4,319
39,Mario Kart World,4,316
40,Art,22,289
41,Retro,11,240
42,osu!,6,235
43,World of Tanks,8,232
44,Genshin Impact,18,227
45,Kirby Air Riders,5,223
46,Path of Exile 2,12,221
47,Suika Game Planet,4,217
48,Amagami,1,209
49,EA Sports FC 26,4,207
50,Strinova,8,189
